time_bin_mid,avg_data_arrival_time
15.5,9.014849999999814
31.5,6.367549999999941
46.5,6.131550000000068
55.5,3.01560000000012
69.5,10.90789999999987
82.5,1.8061499999991355
98.5,1.8105999999981748
111.5,1.6788499999974391
116.5,1.790999999997183
125.5,1.8963499999966587
142.5,1.890599999998841
