time_bin_mid,Router_0_avg_load,Router_1_avg_load,Router_2_avg_load
0.5,25.090458488228006,0.0,0.0
1.5,0.0,1.0,45.889710062535535
2.5,0.0,2.0,0.0
3.5,14.01336302895323,21.87752229000469,42.01263157894737
4.5,0.0,0.0,46.75257173795344
5.5,0.0,0.0,0.0
6.5,0.2222222222222222,0.0,0.0
7.5,,36.93103448275862,0.0
8.5,20.1131498470948,0.0,0.0
9.5,0.0,0.0,0.0
10.5,0.0,0.0,44.104208416833664
11.5,0.0,0.0,0.0
12.5,0.0,0.0,0.0
13.5,0.0,0.0,0.0
14.5,0.0,0.0,45.48803827751196
15.5,0.0,0.0,40.590643274853804
16.5,0.0,0.0,0.0
17.5,0.0,0.0,0.0
18.5,20.270588235294117,0.0,0.0
19.5,10.28888888888889,0.0,0.0
20.5,1.2333333333333334,0.0,0.0
21.5,11.078549848942599,0.0,0.0
22.5,0.0,0.0,0.0
23.5,0.0,0.0,0.0
24.5,0.0,0.0,0.0
25.5,0.0,0.0,0.0
26.5,33.948892674616694,0.0,0.0
27.5,22.17687074829932,0.0,0.0
28.5,0.0,0.0,0.0
29.5,0.0,0.0,0.0
30.5,0.0,0.0,45.63819095477387
31.5,0.0,0.0,45.92307692307692
32.5,0.0,0.0,0.0
33.5,0.0,28.027522935779817,43.648648648648646
34.5,0.0,0.0,0.0
35.5,0.0,0.0,0.0
36.5,0.0,0.0,0.0
37.5,0.0,0.0,0.0
38.5,0.0,0.0,0.0
39.5,0.0,0.5,0.0
40.5,0.0,,46.827586206896555
41.5,0.0,62.21019607843137,0.5
42.5,0.0,87.97447584320875,
43.5,0.0,0.0,82.86286594761171
44.5,0.0,0.0,0.0
45.5,24.399494310998737,0.0,0.0
46.5,0.0,0.0,0.0
47.5,0.0,0.0,0.0
48.5,0.0,0.0,0.0
49.5,11.489795918367347,0.0,0.0
50.5,0.0,0.0,0.0
51.5,19.018987341772153,0.0,0.0
52.5,0.0,0.0,0.0
53.5,0.0,32.98347107438016,0.0
54.5,0.0,0.0,0.0
55.5,0.0,36.48106060606061,0.5
56.5,0.0,38.266135458167334,
57.5,0.0,0.0,1.5
58.5,0.0,0.0,4.166666666666667
59.5,0.0,0.0,5.5
60.5,0.0,0.0,7.5
61.5,0.0,0.0,10.3
62.5,0.0,0.0,12.0
63.5,0.0,0.0,15.0
64.5,0.0,0.0,17.142857142857142
65.5,0.0,0.0,21.5
66.5,0.0,0.0,25.5
67.5,0.0,0.0,29.5
68.5,0.0,0.0,33.5
69.5,0.2222222222222222,0.0,35.9
70.5,1.0,0.0,42.5
71.5,2.0,0.0,48.5
72.5,3.0,38.23566878980892,54.5
73.5,4.4,0.0,60.5
74.5,5.5,0.0,78.24723798148702
75.5,7.5,0.2222222222222222,133.6126734618691
76.5,9.5,1.0,71.17769607843137
77.5,11.5,2.0,0.0
78.5,16.0,3.0,0.0
79.5,23.0,4.0,45.48780487804878
80.5,30.0,5.0,0.0
81.5,39.91463414634146,6.461538461538462,0.0
82.5,59.158978583196046,8.0,0.0
83.5,43.09030544488712,11.0,46.72727272727273
84.5,0.0,14.0,0.0
85.5,0.5,17.0,0.0
86.5,,22.0,45.69310943833237
87.5,,27.0,0.0
88.5,19.934883720930234,32.0,0.0
89.5,0.0,34.90769230769231,0.0
90.5,0.0,165.6893626776708,0.0
91.5,0.0,213.64726249729495,0.0
92.5,0.0,116.93606393606393,0.0
93.5,0.0,42.33704020530368,43.61917623227549
94.5,19.42503863987635,0.0,0.0
95.5,0.0,34.65857076132648,0.0
96.5,0.0,37.281879194630875,0.0
97.5,0.0,0.0,45.8481459682166
98.5,0.0,0.0,0.0
99.5,0.0,0.0,0.0
