time_bin,cwnd,time_bin_mid
"[6, 7)",5.5,6.5
"[7, 8)",43.60888153306186,7.5
"[15, 16)",2.0,15.5
"[16, 17)",16.0,16.5
"[17, 18)",60.58570806388321,17.5
"[19, 20)",6.5,19.5
"[20, 21)",52.39930338525258,20.5
"[21, 22)",84.52821988014482,21.5
"[48, 49)",10.0,48.5
"[49, 50)",46.19005486308456,49.5
"[51, 52)",9.0,51.5
"[52, 53)",27.026315789473685,52.5
"[53, 54)",12.5,53.5
"[54, 55)",49.22244898316242,54.5
"[55, 56)",101.60496528271773,55.5
"[56, 57)",80.0274355143415,56.5
"[57, 58)",60.50765303439991,57.5
"[58, 59)",94.34993466018419,58.5
"[59, 60)",108.57393240488462,59.5
"[64, 65)",17.0,64.5
"[65, 66)",48.5,65.5
"[66, 67)",90.64033179731717,66.5
"[67, 68)",28.5,67.5
"[95, 96)",3.0,95.5
"[96, 97)",43.388830687599786,96.5
"[97, 98)",99.55264918009071,97.5
"[98, 99)",3.0,98.5
"[99, 100)",48.59551646989247,99.5
"[100, 101)",97.31911343496242,100.5
"[101, 102)",29.5,101.5
"[108, 109)",12.0,108.5
"[109, 110)",56.997679733657804,109.5
"[110, 111)",79.13287384597344,110.5
"[118, 119)",12.0,118.5
"[119, 120)",62.14592837616966,119.5
"[120, 121)",95.22955643174664,120.5
"[148, 149)",9.0,148.5
"[149, 150)",58.85641247145667,149.5
"[150, 151)",95.0088511415107,150.5
"[154, 155)",9.0,154.5
"[155, 156)",59.12890938801801,155.5
"[156, 157)",88.38979730486643,156.5
"[157, 158)",20.5,157.5
"[158, 159)",64.53560601586456,158.5
"[159, 160)",93.72985898733555,159.5
"[165, 166)",17.5,165.5
"[166, 167)",63.65505124921603,166.5
"[167, 168)",86.23989600926873,167.5
"[169, 170)",2.0,169.5
"[170, 171)",32.5,170.5
"[171, 172)",69.00608187038203,171.5
"[172, 173)",9.0,172.5
"[173, 174)",54.78655486367467,173.5
"[174, 175)",55.405901356593795,174.5
"[175, 176)",59.17400015463593,175.5
"[176, 177)",115.85478128115628,176.5
"[177, 178)",5.0,177.5
"[178, 179)",46.844278393421874,178.5
"[179, 180)",81.88431378799909,179.5
"[185, 186)",31.0,185.5
"[186, 187)",50.12072576294583,186.5
"[187, 188)",61.24616266001716,187.5
"[188, 189)",93.98110446689097,188.5
