job_times,data_arrival_times
3.1712500000000006,2.0205999999999524
4.18375,4.073499999999896
2.1625000000000014,2.1039000000000954
5.645000000000003,4.536150000000333
2.2537499999999966,1.916800000000194
2.168750000000003,8.175599999999207
4.992500000000007,4.490249999998653
3.668750000000003,1.7882499999978876
2.0487499999999983,1.910049999997156
2.9737499999999955,3.3440000000002215
3.530000000000001,1.849150000003192
5.59375,3.505200000006255
4.436250000000001,4.981950000011807
5.322499999999991,1.658800000013997
