time_bin_mid,avg_data_arrival_time
34.5,1.150400000000765
45.5,1.1112000000009914
53.5,1.155680000001297
110.5,1.1671999999994824
118.5,1.1251199999992139
141.5,1.0899199999984148
152.5,1.1316799999980844
