time,Router_11_load
0.0,0
0.1,0
0.2,0
0.30000000000000004,0
0.4,0
0.5,0
0.6,0
0.7,0
0.7999999999999999,0
0.8999999999999999,0
0.9999999999999999,0
1.0999999999999999,0
1.2,0
1.3,0
1.4000000000000001,0
1.5000000000000002,0
1.6000000000000003,0
1.7000000000000004,0
1.8000000000000005,0
1.9000000000000006,0
2.0000000000000004,0
2.1000000000000005,0
2.2000000000000006,0
2.3000000000000007,0
2.400000000000001,0
2.500000000000001,0
2.5600200000000033,1
2.5753300000000032,2
2.600000000000001,2
2.600000000000001,1
2.600000000000001,1
2.610075000000001,1
2.610075000000001,0
2.610075000000001,0
2.620150000000001,0
2.6853600000000033,1
2.6853900000000035,2
2.6954200000000035,3
2.6954500000000037,4
2.720150000000001,4
2.720150000000001,3
2.720150000000001,3
2.7302250000000012,3
2.7302250000000012,2
2.7302250000000012,2
2.7403000000000013,2
2.7403000000000013,1
2.7403000000000013,1
2.7503750000000013,1
2.7503750000000013,0
2.7503750000000013,0
2.7604500000000014,0
2.8054800000000037,1
2.805510000000004,2
2.815540000000004,3
2.815570000000004,4
2.825600000000004,5
2.8256300000000043,6
2.8356600000000043,7
2.8356900000000045,8
2.8604500000000015,8
2.8604500000000015,7
2.8604500000000015,7
2.8705250000000015,7
2.8705250000000015,6
2.8705250000000015,6
2.8806000000000016,6
2.8806000000000016,5
2.8806000000000016,5
2.8906750000000017,5
2.8906750000000017,4
2.8906750000000017,4
2.9007500000000017,4
2.9007500000000017,3
2.9007500000000017,3
2.9108250000000018,3
2.9108250000000018,2
2.9108250000000018,2
2.920900000000002,2
2.920900000000002,1
2.920900000000002,1
2.930975000000002,1
2.930975000000002,0
2.930975000000002,0
2.941050000000002,0
2.9457200000000046,1
2.9457500000000048,2
2.9557800000000047,3
2.955810000000005,4
2.965840000000005,5
2.965870000000005,6
2.975900000000005,7
2.9759300000000053,8
2.9859600000000053,9
2.9859900000000055,10
2.9960200000000055,11
2.9960500000000057,12
3.0060800000000056,13
3.006110000000006,14
3.016140000000006,15
3.016170000000006,16
3.041050000000002,16
3.041050000000002,15
3.041050000000002,15
3.051125000000002,15
3.051125000000002,14
3.051125000000002,14
3.061200000000002,14
3.061200000000002,13
3.061200000000002,13
3.071275000000002,13
3.071275000000002,12
3.071275000000002,12
3.0813500000000023,12
3.0813500000000023,11
3.0813500000000023,11
3.0914250000000023,11
3.0914250000000023,10
3.0914250000000023,10
3.1015000000000024,10
3.1015000000000024,9
3.1015000000000024,9
3.1115750000000024,9
3.1115750000000024,8
3.1115750000000024,8
3.1216500000000025,8
3.1216500000000025,7
3.1216500000000025,7
3.126200000000006,8
3.1262300000000063,9
3.1317250000000025,9
3.1317250000000025,8
3.1317250000000025,8
3.1362600000000063,9
3.1362900000000065,10
3.1418000000000026,10
3.1418000000000026,9
3.1418000000000026,9
3.1463200000000064,10
3.1463500000000066,11
3.1518750000000026,11
3.1518750000000026,10
3.1518750000000026,10
3.1563800000000066,11
3.156410000000007,12
3.1619500000000027,12
3.1619500000000027,11
3.1619500000000027,11
3.166440000000007,12
3.166470000000007,13
3.1720250000000028,13
3.1720250000000028,12
3.1720250000000028,12
3.176500000000007,13
3.176530000000007,14
3.182100000000003,14
3.182100000000003,13
3.182100000000003,13
3.186560000000007,14
3.1865900000000074,15
3.192175000000003,15
3.192175000000003,14
3.192175000000003,14
3.1966200000000073,15
3.1966500000000075,16
3.202250000000003,16
3.202250000000003,15
3.202250000000003,15
3.2066800000000075,16
3.2067100000000077,17
3.212325000000003,17
3.212325000000003,16
3.212325000000003,16
3.2167400000000077,17
3.216770000000008,18
3.222400000000003,18
3.222400000000003,17
3.222400000000003,17
3.226800000000008,18
3.226830000000008,19
3.232475000000003,19
3.232475000000003,18
3.232475000000003,18
3.236860000000008,19
3.2368900000000083,20
3.242550000000003,20
3.242550000000003,19
3.242550000000003,19
3.2469200000000082,20
3.2469500000000084,21
3.252625000000003,21
3.252625000000003,20
3.252625000000003,20
3.2569800000000084,21
3.2570100000000086,22
3.2627000000000033,22
3.2627000000000033,21
3.2627000000000033,21
3.2670400000000086,22
3.267070000000009,23
3.2727750000000033,23
3.2727750000000033,22
3.2727750000000033,22
3.277100000000009,23
3.277130000000009,24
3.2828500000000034,24
3.2828500000000034,23
3.2828500000000034,23
3.287160000000009,24
3.287190000000009,25
3.2929250000000034,25
3.2929250000000034,24
3.2929250000000034,24
3.297220000000009,25
3.2972500000000093,26
3.3030000000000035,26
3.3030000000000035,25
3.3030000000000035,25
3.3072800000000093,26
3.3073100000000095,27
3.3130750000000035,27
3.3130750000000035,26
3.3130750000000035,26
3.3173400000000095,27
3.3173700000000097,28
3.3231500000000036,28
3.3231500000000036,27
3.3231500000000036,27
3.3274000000000097,28
3.32743000000001,29
3.3332250000000037,29
3.3332250000000037,28
3.3332250000000037,28
3.33746000000001,29
3.33749000000001,30
3.3433000000000037,30
3.3433000000000037,29
3.3433000000000037,29
3.34752000000001,30
3.3475500000000102,31
3.3533750000000038,31
3.3533750000000038,30
3.3533750000000038,30
3.3575800000000102,31
3.3576100000000104,32
3.363450000000004,32
3.363450000000004,31
3.363450000000004,31
3.3676400000000104,32
3.3676700000000106,33
3.373525000000004,33
3.373525000000004,32
3.373525000000004,32
3.3777000000000106,33
3.377730000000011,34
3.383600000000004,34
3.383600000000004,33
3.383600000000004,33
3.3877600000000108,34
3.387790000000011,35
3.393675000000004,35
3.393675000000004,34
3.393675000000004,34
3.397820000000011,35
3.397850000000011,36
3.403750000000004,36
3.403750000000004,35
3.403750000000004,35
3.407880000000011,36
3.4079100000000113,37
3.413825000000004,37
3.413825000000004,36
3.413825000000004,36
3.4179400000000113,37
3.4179700000000115,38
3.423900000000004,38
3.423900000000004,37
3.423900000000004,37
3.4280000000000115,38
3.4280300000000117,39
3.433975000000004,39
3.433975000000004,38
3.433975000000004,38
3.4380600000000117,39
3.438090000000012,40
3.4440500000000043,40
3.4440500000000043,39
3.4440500000000043,39
3.448120000000012,40
3.448150000000012,41
3.4541250000000043,41
3.4541250000000043,40
3.4541250000000043,40
3.458180000000012,41
3.458210000000012,42
3.4642000000000044,42
3.4642000000000044,41
3.4642000000000044,41
3.468240000000012,42
3.4682700000000124,43
3.4742750000000044,43
3.4742750000000044,42
3.4742750000000044,42
3.4783000000000124,43
3.4783300000000126,44
3.4843500000000045,44
3.4843500000000045,43
3.4843500000000045,43
3.4883600000000126,44
3.4883900000000128,45
3.4944250000000046,45
3.4944250000000046,44
3.4944250000000046,44
3.4984200000000127,45
3.498450000000013,46
3.5045000000000046,46
3.5045000000000046,45
3.5045000000000046,45
3.508480000000013,46
3.508510000000013,47
3.5145750000000047,47
3.5145750000000047,46
3.5145750000000047,46
3.518540000000013,47
3.5185700000000133,48
3.5246500000000047,48
3.5246500000000047,47
3.5246500000000047,47
3.5286000000000133,48
3.5286300000000135,49
3.534725000000005,49
3.534725000000005,48
3.534725000000005,48
3.5386600000000135,49
3.5386900000000137,50
3.544800000000005,50
3.544800000000005,49
3.544800000000005,49
3.5487200000000136,50
3.548750000000014,51
3.554875000000005,51
3.554875000000005,50
3.554875000000005,50
3.558780000000014,51
3.558810000000014,52
3.564950000000005,52
3.564950000000005,51
3.564950000000005,51
3.568840000000014,52
3.568870000000014,53
3.575025000000005,53
3.575025000000005,52
3.575025000000005,52
3.578900000000014,53
3.5789300000000144,54
3.585100000000005,54
3.585100000000005,53
