processor_ids,avg_processing_times,avg_data_arrival_times
9,3.9965999999999973,0.714237000001354
10,3.675555555555557,0.589427222223471
11,3.6266666666666683,1.6307877777794502
12,3.7070370370370367,2.1952316666658103
13,4.54037037037037,4.830262777778215
14,4.631481481481483,3.436344444443646
15,4.4593750000000005,5.396777083347551
16,4.799659090909088,4.753991818195605
17,4.109999999999997,4.048327083346236
