time_bin,retransmissions,time_bin_mid
"[1, 2)",4.25,1.5
"[2, 3)",6.101851851851852,2.5
"[3, 4)",6.955223880597015,3.5
"[4, 5)",5.103174603174603,4.5
"[5, 6)",25.8,5.5
"[6, 7)",0.8333333333333334,6.5
"[7, 8)",14.178571428571429,7.5
"[8, 9)",4.686274509803922,8.5
"[16, 17)",5.206185567010309,16.5
"[17, 18)",24.650793650793652,17.5
"[18, 19)",14.75,18.5
"[19, 20)",33.5,19.5
"[20, 21)",0.5,20.5
"[21, 22)",4.6521739130434785,21.5
"[22, 23)",3.943661971830986,22.5
"[23, 24)",9.071428571428571,23.5
"[24, 25)",14.333333333333334,24.5
"[29, 30)",3.111111111111111,29.5
"[30, 31)",9.931034482758621,30.5
"[31, 32)",8.423728813559322,31.5
"[32, 33)",9.685314685314685,32.5
"[33, 34)",2.6451612903225805,33.5
"[34, 35)",9.21311475409836,34.5
"[35, 36)",0.5,35.5
"[39, 40)",6.031578947368421,39.5
"[40, 41)",6.90625,40.5
"[41, 42)",7.901408450704225,41.5
"[42, 43)",9.53225806451613,42.5
"[43, 44)",39.5,43.5
"[44, 45)",6.863636363636363,44.5
"[45, 46)",16.0,45.5
"[46, 47)",3.6666666666666665,46.5
"[47, 48)",17.22222222222222,47.5
"[48, 49)",8.25,48.5
"[49, 50)",7.75,49.5
"[57, 58)",11.0,57.5
"[58, 59)",6.318181818181818,58.5
"[59, 60)",15.718146718146718,59.5
"[60, 61)",11.775,60.5
"[61, 62)",12.068493150684931,61.5
"[62, 63)",15.25,62.5
"[67, 68)",5.5675675675675675,67.5
"[69, 70)",0.0,69.5
"[70, 71)",0.0,70.5
"[71, 72)",1.125,71.5
"[72, 73)",0.0,72.5
"[73, 74)",0.0,73.5
"[74, 75)",0.0,74.5
"[75, 76)",4.982300884955753,75.5
"[76, 77)",8.055555555555555,76.5
"[77, 78)",7.413793103448276,77.5
"[78, 79)",0.5,78.5
"[79, 80)",0.6666666666666666,79.5
"[80, 81)",3.7,80.5
"[81, 82)",8.655172413793103,81.5
"[82, 83)",7.241935483870968,82.5
"[83, 84)",0.5,83.5
"[85, 86)",13.083333333333334,85.5
"[86, 87)",2.8,86.5
"[87, 88)",6.580645161290323,87.5
"[88, 89)",10.313725490196079,88.5
"[89, 90)",15.5,89.5
"[91, 92)",10.181818181818182,91.5
"[92, 93)",9.030303030303031,92.5
"[95, 96)",15.923076923076923,95.5
"[97, 98)",5.305555555555555,97.5
"[98, 99)",8.838709677419354,98.5
"[99, 100)",29.0,99.5
"[101, 102)",43.0,101.5
"[102, 103)",7.182926829268292,102.5
"[103, 104)",8.204081632653061,103.5
"[104, 105)",26.033333333333335,104.5
"[105, 106)",6.166666666666667,105.5
"[108, 109)",15.285714285714286,108.5
"[109, 110)",9.421052631578947,109.5
"[110, 111)",5.170731707317073,110.5
"[111, 112)",5.91044776119403,111.5
"[112, 113)",19.877777777777776,112.5
"[114, 115)",2.0,114.5
"[115, 116)",0.0,115.5
"[117, 118)",6.177777777777778,117.5
"[118, 119)",5.297297297297297,118.5
"[119, 120)",7.543478260869565,119.5
"[120, 121)",7.21875,120.5
"[123, 124)",14.215909090909092,123.5
"[124, 125)",9.5,124.5
"[126, 127)",18.27777777777778,126.5
"[127, 128)",7.265822784810126,127.5
"[128, 129)",11.884146341463415,128.5
"[129, 130)",6.257425742574258,129.5
"[130, 131)",14.36283185840708,130.5
"[131, 132)",6.758620689655173,131.5
"[132, 133)",1.9166666666666667,132.5
"[135, 136)",0.0,135.5
"[136, 137)",0.0,136.5
"[137, 138)",0.0,137.5
"[138, 139)",0.0,138.5
"[139, 140)",0.0,139.5
"[140, 141)",-0.5714285714285714,140.5
"[141, 142)",-0.4,141.5
"[142, 143)",2.44,142.5
"[143, 144)",6.956521739130435,143.5
"[144, 145)",0.5,144.5
"[145, 146)",0.0,145.5
"[146, 147)",0.0,146.5
"[147, 148)",8.459770114942529,147.5
"[148, 149)",1.3333333333333333,148.5
"[149, 150)",2.4210526315789473,149.5
"[150, 151)",6.042016806722689,150.5
"[151, 152)",5.5,151.5
"[153, 154)",7.597402597402597,153.5
"[154, 155)",6.239583333333333,154.5
"[155, 156)",18.071428571428573,155.5
"[159, 160)",4.813559322033898,159.5
"[160, 161)",9.134831460674157,160.5
"[162, 163)",3.902439024390244,162.5
"[165, 166)",11.0,165.5
"[166, 167)",8.544776119402986,166.5
"[167, 168)",15.525,167.5
"[168, 169)",14.570247933884298,168.5
"[169, 170)",0.3235294117647059,169.5
"[172, 173)",5.230769230769231,172.5
"[175, 176)",6.076923076923077,175.5
"[176, 177)",5.044776119402985,176.5
"[177, 178)",9.423076923076923,177.5
"[178, 179)",7.857142857142857,178.5
"[179, 180)",3.7083333333333335,179.5
"[181, 182)",6.285714285714286,181.5
"[182, 183)",6.764331210191083,182.5
"[183, 184)",19.0,183.5
"[185, 186)",18.27777777777778,185.5
"[186, 187)",12.183673469387756,186.5
"[187, 188)",4.482758620689655,187.5
"[188, 189)",11.076923076923077,188.5
"[190, 191)",8.5,190.5
"[191, 192)",5.873239436619718,191.5
"[192, 193)",4.743589743589744,192.5
"[193, 194)",6.413223140495868,193.5
"[194, 195)",24.489583333333332,194.5
"[195, 196)",10.941176470588236,195.5
"[196, 197)",14.0,196.5
"[197, 198)",0.5,197.5
