time_bin_mid,avg_wait_time
1.5,0.01535449999999967
2.5,0.004335478723403889
6.5,0.011849499999997005
7.5,0.0066654666666586
8.5,0.23009281914893245
9.5,0.6336648484848433
10.5,0.7121412499999978
11.5,0.06545750000001593
12.5,0.13741625000001545
17.5,0.012585234374961118
18.5,0.009919099999911368
19.5,0.005504843749961297
21.5,0.08067250000002169
22.5,0.20522548076927222
23.5,0.5471574509804922
24.5,0.08444000000002916
32.5,0.06624863636361443
33.5,0.27983474747467396
34.5,0.6636271212119765
35.5,0.2867037999999337
36.5,0.49792220338973053
37.5,0.25625249999995126
38.5,0.41219067415723365
39.5,0.29689589655168674
40.5,0.6756343421051535
45.5,0.08068750000003089
46.5,0.23778584269661412
47.5,0.08236500000003844
48.5,0.09682315789474746
49.5,0.08207449438208334
50.5,0.3784370202019721
51.5,0.5320142957745877
52.5,0.09241937500007547
56.5,0.004452461538492313
57.5,0.0021689130436879367
58.5,0.0973510563381406
62.5,0.034391274509848184
63.5,0.09747176470599386
64.5,0.09148674242425697
65.5,0.3198116161615985
66.5,0.6124297500002001
67.5,0.2954481012660187
68.5,0.4969729797982909
69.5,0.7651405555559677
70.5,0.09415409999995802
71.5,0.09672777777774083
73.5,0.057258684210557485
74.5,0.16165448717959244
76.5,0.008599344262162426
77.5,0.0049805999997154515
78.5,0.038214444444352895
81.5,0.006944351851781557
82.5,0.0034103999998503316
84.5,0.12917416666676046
85.5,0.337382631579147
86.5,0.530047500000295
87.5,0.7008982142860961
89.5,0.01053849999992309
90.5,0.007040999999696709
91.5,0.0025166666665692597
96.5,0.014705999999904976
97.5,0.1413780952381456
98.5,0.1747824050633982
99.5,0.2685733333334734
105.5,0.09110749999999967
106.5,0.25398055555569626
107.5,0.4536642857145178
108.5,0.09129596153846091
109.5,0.13792129999982136
110.5,0.1780122000000327
111.5,0.07811214285712863
112.5,0.23617815217403404
113.5,0.6174125000003255
114.5,0.07378999999998825
118.5,0.08876978260868733
119.5,0.09109429999975688
120.5,0.08707483870960361
128.5,0.11396249999989827
129.5,0.44854249999957574
130.5,0.20283847826068552
131.5,0.49763318181771865
132.5,0.8057313392849815
134.5,0.14518782258049154
135.5,0.48009224999954225
144.5,0.12094527777768367
145.5,0.4484078089883567
146.5,0.06839500000003795
150.5,0.09314749999994447
151.5,0.42725413265261397
152.5,0.12100406976752155
153.5,0.32677957746459324
154.5,0.4941409999996591
155.5,0.0833426020413427
156.5,0.07480613924063148
157.5,0.300764999999975
158.5,0.25682450000038115
159.5,0.08627062500009508
160.5,0.3140552343747207
165.5,0.08812588235262056
166.5,0.08716439394001785
167.5,0.08249608695685737
174.5,0.0917221428571671
175.5,0.20663499999986032
176.5,0.4789141304343966
177.5,0.04917917582439842
178.5,0.057083582677415375
179.5,0.0925018421053509
186.5,0.08832874999974176
187.5,0.08481974359010924
188.5,0.24781737037019305
189.5,0.6606789080453944
190.5,0.13912017543850153
191.5,0.08000714285707236
192.5,0.24780083333303793
193.5,0.5164919565212062
197.5,0.0026014062502111024
198.5,0.059331500000373086
