processor_ids,avg_processing_times,avg_data_arrival_times
18,3.906000000000002,1.946466666667635
19,4.42225,0.7246568750007782
20,3.8604999999999965,1.5044818750005726
21,4.668787878787878,1.982535000001566
22,4.138000000000001,1.3971850000017798
23,3.9313333333333302,1.29043549999979
24,4.306354166666666,5.251918750032025
25,3.987307692307692,5.808769615420608
26,3.683854166666665,6.196652083366291
