job_times,data_arrival_times
5.431249999999999,24.66705000000011
4.052500000000002,1.7455000000002059
5.78125,2.169500000000376
3.319999999999993,3.884150000000105
2.9662500000000023,4.389799999999013
5.553749999999994,3.207849999998004
2.6787499999999937,1.8131499999973784
3.218750000000014,7.355599999996755
5.622500000000002,3.3624499999997397
4.03125,1.6380000000021653
2.5800000000000125,1.6943500000043628
3.0250000000000057,4.146150000007935
4.5175000000000125,15.325350000011184
5.428750000000008,1.8213000000139914
