processor_ids,avg_processing_times,avg_data_arrival_times
9,4.304666666666664,1.9126888888876357
10,4.4382222222222225,1.7837333333315613
11,4.586249999999999,2.2768499999987526
12,3.9017948717948694,2.8946692307664637
13,3.969743589743591,2.537707692304793
14,4.078888888888888,3.563124999996583
15,4.157678571428574,5.515728571430809
16,4.016328124999999,3.9027250000031812
17,4.457596153846152,5.297311538462795
