job_times,data_arrival_times
4.556249999999999,8.255799999999907
3.1137499999999996,2.818349999999885
3.9350000000000023,14.559550000000051
5.736249999999998,1.5212500000001086
3.0625,4.106750000000304
2.8037499999999937,1.8894499999994565
5.844999999999999,2.2282499999986527
5.538750000000007,5.0173999999973375
2.541249999999991,1.9156499999966314
4.127499999999998,2.015849999999631
2.3787499999999966,1.9254000000026963
2.6187500000000057,3.225100000005625
5.28125,2.026150000008471
2.375,3.1246500000112007
5.586250000000007,5.043550000013909
4.76124999999999,2.7704500000170356
