job_times,data_arrival_times
3.703333333333333,1.248699999999939
3.2733333333333334,3.315000000000765
3.4466666666666654,4.35530000000152
3.2933333333333366,1.2443000000020703
2.6400000000000006,2.2973000000007886
2.0433333333333366,1.315099999999731
4.9566666666666634,3.4840999999986337
5.676666666666662,3.815199999996949
3.083333333333343,4.238599999995444
5.5233333333333405,1.3526999999936038
4.5800000000000125,1.5179999999922131
5.596666666666664,3.3822999999910053
3.789999999999992,1.4235999999896478
