time_bin,retransmissions,time_bin_mid
"[1, 2)",4.25,1.5
"[2, 3)",3.5,2.5
"[6, 7)",0.0,6.5
"[7, 8)",0.0,7.5
"[8, 9)",0.0,8.5
"[9, 10)",10.55,9.5
"[10, 11)",4.714285714285714,10.5
"[11, 12)",5.156626506024097,11.5
"[12, 13)",7.863157894736842,12.5
"[13, 14)",7.96875,13.5
"[14, 15)",15.169230769230769,14.5
"[15, 16)",6.753623188405797,15.5
"[16, 17)",13.656441717791411,16.5
"[17, 18)",13.139240506329115,17.5
"[18, 19)",16.624113475177303,18.5
"[19, 20)",5.3164556962025316,19.5
"[20, 21)",10.746478873239436,20.5
"[21, 22)",36.5,21.5
"[23, 24)",0.0,23.5
"[24, 25)",4.5,24.5
"[25, 26)",0.25,25.5
"[26, 27)",3.9473684210526314,26.5
"[27, 28)",13.0,27.5
"[29, 30)",19.68,29.5
"[30, 31)",17.077464788732396,30.5
"[31, 32)",8.154929577464788,31.5
"[32, 33)",15.632352941176471,32.5
"[33, 34)",14.294117647058824,33.5
"[34, 35)",6.214285714285714,34.5
"[37, 38)",25.967741935483872,37.5
"[42, 43)",6.5,42.5
"[43, 44)",5.097345132743363,43.5
"[44, 45)",6.159090909090909,44.5
"[45, 46)",5.850574712643678,45.5
"[46, 47)",0.0,46.5
"[47, 48)",8.614678899082568,47.5
"[48, 49)",9.411764705882353,48.5
"[51, 52)",0.0,51.5
"[52, 53)",5.651162790697675,52.5
"[53, 54)",9.333333333333334,53.5
"[54, 55)",4.153846153846154,54.5
"[55, 56)",7.529411764705882,55.5
"[56, 57)",4.875,56.5
"[57, 58)",9.522388059701493,57.5
"[58, 59)",5.283018867924528,58.5
"[59, 60)",5.384615384615385,59.5
"[60, 61)",6.05050505050505,60.5
"[62, 63)",6.438775510204081,62.5
"[63, 64)",9.142857142857142,63.5
"[64, 65)",5.536585365853658,64.5
"[65, 66)",12.703703703703704,65.5
"[66, 67)",13.227272727272727,66.5
"[67, 68)",1.5,67.5
"[68, 69)",6.447761194029851,68.5
"[69, 70)",5.75,69.5
"[70, 71)",4.181818181818182,70.5
"[71, 72)",1.7391304347826086,71.5
"[72, 73)",2.566666666666667,72.5
"[73, 74)",5.2075471698113205,73.5
"[74, 75)",6.5038167938931295,74.5
"[75, 76)",17.2,75.5
"[76, 77)",2.9,76.5
"[77, 78)",-0.5,77.5
"[79, 80)",6.054545454545455,79.5
"[80, 81)",16.0,80.5
"[82, 83)",5.421052631578948,82.5
"[83, 84)",6.755725190839694,83.5
"[84, 85)",-0.375,84.5
"[85, 86)",6.436619718309859,85.5
"[86, 87)",4.323076923076923,86.5
"[87, 88)",6.635294117647059,87.5
"[88, 89)",2.547169811320755,88.5
"[92, 93)",0.0,92.5
"[93, 94)",0.0,93.5
"[94, 95)",0.0,94.5
"[95, 96)",0.0,95.5
"[96, 97)",6.521739130434782,96.5
"[97, 98)",13.82258064516129,97.5
"[98, 99)",15.957446808510639,98.5
"[99, 100)",18.400763358778626,99.5
"[100, 101)",34.56,100.5
"[101, 102)",10.22429906542056,101.5
"[102, 103)",5.5,102.5
"[103, 104)",16.5,103.5
"[104, 105)",13.19672131147541,104.5
"[105, 106)",7.472727272727273,105.5
"[106, 107)",13.844827586206897,106.5
"[110, 111)",3.8125,110.5
"[111, 112)",6.493670886075949,111.5
"[112, 113)",24.682539682539684,112.5
"[113, 114)",20.372093023255815,113.5
"[114, 115)",9.625698324022347,114.5
"[115, 116)",22.858064516129033,115.5
"[116, 117)",34.50381679389313,116.5
"[117, 118)",43.98828125,117.5
"[118, 119)",17.405940594059405,118.5
"[119, 120)",29.302325581395348,119.5
"[120, 121)",17.0,120.5
"[121, 122)",0.07692307692307693,121.5
"[122, 123)",5.166666666666667,122.5
"[123, 124)",-0.5,123.5
"[126, 127)",3.6,126.5
"[127, 128)",7.452173913043478,127.5
"[128, 129)",1.2162162162162162,128.5
"[129, 130)",4.444444444444445,129.5
"[130, 131)",13.790697674418604,130.5
"[131, 132)",10.512,131.5
"[132, 133)",9.97841726618705,132.5
"[133, 134)",47.49484536082474,133.5
"[134, 135)",0.0,134.5
"[135, 136)",0.0,135.5
"[136, 137)",31.444444444444443,136.5
"[137, 138)",20.576642335766422,137.5
"[138, 139)",21.39325842696629,138.5
"[139, 140)",10.511627906976743,139.5
"[140, 141)",14.894736842105264,140.5
"[143, 144)",2.269230769230769,143.5
"[144, 145)",10.928571428571429,144.5
"[145, 146)",29.5,145.5
"[146, 147)",4.963636363636364,146.5
"[147, 148)",6.534653465346534,147.5
"[148, 149)",5.861111111111111,148.5
"[149, 150)",11.605714285714285,149.5
"[150, 151)",0.4,150.5
"[151, 152)",13.507246376811594,151.5
"[153, 154)",54.52447552447553,153.5
"[154, 155)",110.5,154.5
"[155, 156)",8.016129032258064,155.5
"[156, 157)",6.473684210526316,156.5
"[157, 158)",3.0384615384615383,157.5
"[158, 159)",0.0,158.5
"[159, 160)",0.0,159.5
"[160, 161)",0.0,160.5
"[161, 162)",9.79746835443038,161.5
"[162, 163)",9.755952380952381,162.5
"[163, 164)",6.464912280701754,163.5
"[164, 165)",3.3333333333333335,164.5
"[165, 166)",5.72093023255814,165.5
"[166, 167)",8.555555555555555,166.5
"[167, 168)",19.21978021978022,167.5
"[168, 169)",15.642857142857142,168.5
"[169, 170)",8.5,169.5
"[170, 171)",5.476190476190476,170.5
"[174, 175)",4.0,174.5
"[175, 176)",6.921739130434783,175.5
"[176, 177)",7.026315789473684,176.5
"[177, 178)",5.0,177.5
"[178, 179)",6.438775510204081,178.5
"[179, 180)",9.5,179.5
"[180, 181)",10.842105263157896,180.5
"[181, 182)",6.254901960784314,181.5
"[182, 183)",5.446808510638298,182.5
"[183, 184)",6.742857142857143,183.5
"[186, 187)",0.0,186.5
"[187, 188)",3.1666666666666665,187.5
"[188, 189)",6.743243243243243,188.5
"[193, 194)",-0.5,193.5
"[194, 195)",6.111111111111111,194.5
"[195, 196)",3.08,195.5
"[196, 197)",6.548076923076923,196.5
"[197, 198)",0.0,197.5
