time_bin_mid,Queue_1_avg_load,Queue_2_avg_load,Queue_3_avg_load,Queue_4_avg_load,Queue_5_avg_load,Queue_6_avg_load
0.5,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.0,0.0,0.0,0.0,0.0,0.0
2.5,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0,0.0,0.0
10.5,0.0,0.0,0.0,0.0,0.0,0.0
11.5,0.0,0.0,0.0,0.0,0.0,0.0
12.5,0.0,0.0,0.0,0.0,0.0,0.0
13.5,0.0,0.0,0.0,0.0,0.0,0.0
14.5,0.0,0.0,0.0,0.0,0.0,0.0
15.5,9.938943894389439,38.260572987721694,0.0,0.0,0.0,0.0
16.5,29.154450261780106,27.428571428571427,0.0,0.0,0.0,0.0
17.5,0.0,0.0,0.0,0.0,0.0,0.0
18.5,0.0,0.0,0.0,0.0,0.0,0.0
19.5,0.0,0.0,0.0,0.0,0.0,0.0
20.5,0.0,0.0,0.0,0.0,0.0,0.0
21.5,0.0,0.0,0.0,0.0,0.0,0.0
22.5,0.0,0.0,0.0,0.0,0.0,0.0
23.5,2.3278688524590163,0.0,3.72972972972973,0.0,0.0,0.0
24.5,35.389900662251655,0.0,24.379715004191116,0.0,0.0,0.0
25.5,0.0,0.0,0.0,0.0,0.0,0.0
26.5,2.3278688524590163,0.0,0.0,3.72972972972973,0.0,0.0
27.5,19.083944580277098,0.0,0.0,39.319570602807595,0.0,0.0
28.5,0.0,0.0,0.0,0.0,0.0,0.0
29.5,0.0,0.0,0.0,0.0,0.0,0.0
30.5,0.0,0.0,0.0,0.0,0.0,0.0
31.5,11.05756358768407,39.654022988505744,0.0,0.0,0.0,0.0
32.5,34.017361111111114,32.96222222222222,0.0,0.0,0.0,0.0
33.5,2.3278688524590163,0.0,0.0,3.780821917808219,0.0,0.0
34.5,39.98273736128237,0.0,0.0,16.29559748427673,0.0,0.0
35.5,0.0,0.0,0.0,0.15384615384615385,0.0,0.0
36.5,0.0,0.0,0.0,0.0,0.0,0.0
37.5,0.0,0.0,0.0,0.0,0.0,0.0
38.5,0.0,0.0,0.0,0.0,0.0,0.0
39.5,0.0,0.0,0.0,0.0,0.0,0.0
40.5,0.0,0.0,0.0,0.0,0.0,0.0
41.5,0.0,0.0,0.0,0.0,0.0,0.0
42.5,0.0,0.0,0.0,0.0,0.0,0.0
43.5,0.0,0.0,0.0,0.0,0.0,0.0
44.5,28.310984308131243,0.0,0.0,23.439632545931758,0.0,0.0
45.5,15.226190476190476,0.0,0.0,1.2380952380952381,0.0,0.0
46.5,0.0,0.0,0.0,0.08333333333333333,0.0,0.0
47.5,0.0,0.0,0.0,0.0,0.0,0.0
48.5,0.0,0.0,0.0,0.0,0.0,0.0
49.5,0.0,0.0,0.0,0.0,0.0,0.0
50.5,38.85394736842105,0.0,16.93325661680092,0.0,0.0,0.0
51.5,31.530364372469634,0.0,19.776119402985074,0.0,0.0,0.0
52.5,1.0833333333333333,0.0,0.15384615384615385,1.8095238095238095,0.0,0.0
53.5,26.09729064039409,0.0,0.0,27.63013698630137,0.0,0.0
54.5,0.0,0.0,0.0,0.15384615384615385,0.0,0.0
55.5,0.0,0.0,0.0,0.0,0.0,0.0
56.5,0.0,0.0,0.0,0.0,0.0,0.0
57.5,0.0,0.0,0.0,0.0,0.0,0.0
58.5,0.0,0.0,0.0,0.0,0.0,0.0
59.5,0.0,0.0,0.0,0.0,0.0,0.0
60.5,0.0,0.0,0.0,0.0,0.0,0.0
61.5,0.0,0.0,0.0,0.0,0.0,0.0
62.5,0.0,0.0,0.0,0.0,0.0,0.0
63.5,0.0,0.0,0.0,0.0,0.0,0.0
64.5,0.0,0.0,0.0,0.0,0.0,0.0
65.5,0.0,0.0,0.0,0.0,0.0,0.0
66.5,1.7727272727272727,0.0,0.0,2.413793103448276,0.0,0.0
67.5,25.759562841530055,0.0,0.0,26.463414634146343,0.0,0.0
68.5,0.0,0.0,0.0,0.0,0.0,0.0
69.5,3.6103896103896105,0.0,5.018867924528302,0.0,0.0,0.0
70.5,24.0427807486631,0.0,25.44281524926686,0.0,0.0,0.0
71.5,0.0,0.0,0.15384615384615385,0.0,0.0,0.0
72.5,0.0,0.0,0.0,0.0,0.0,0.0
73.5,0.0,0.0,0.0,0.0,0.0,0.0
74.5,0.0,0.0,0.0,0.0,0.0,0.0
75.5,0.0,0.0,0.0,0.0,0.0,0.0
76.5,0.0,0.0,0.0,0.0,0.0,0.0
77.5,0.0,0.0,0.0,0.0,0.0,0.0
78.5,0.0,0.0,0.0,0.0,0.0,0.0
79.5,0.0,0.0,0.0,0.0,0.0,0.0
80.5,0.0,0.0,0.0,0.0,0.0,0.0
81.5,0.0,0.0,0.0,0.0,0.0,0.0
82.5,0.0,0.0,0.0,0.0,0.0,0.0
83.5,0.0,0.0,0.0,0.0,0.0,0.0
84.5,5.603603603603603,0.0,7.714285714285714,0.0,0.0,0.0
85.5,35.089784699954194,0.0,94.810086324398,0.0,0.0,0.0
86.5,19.096317280453256,0.0,16.078740157480315,2.413793103448276,0.0,0.0
87.5,23.70618556701031,0.0,0.0,22.816711590296496,0.0,0.0
88.5,0.0,0.0,0.0,0.0,0.0,0.0
89.5,0.0,0.0,0.0,0.0,0.0,0.0
90.5,0.0,0.0,0.0,0.0,0.0,0.0
91.5,0.0,0.0,0.0,0.0,0.0,0.0
92.5,0.0,0.0,0.0,0.0,0.0,0.0
93.5,0.0,0.0,0.0,0.0,0.0,0.0
94.5,0.0,0.0,0.0,0.0,0.0,0.0
95.5,0.0,0.0,0.0,0.0,0.0,0.0
96.5,0.0,0.0,0.0,0.0,0.0,0.0
97.5,0.0,0.0,0.0,0.0,0.0,0.0
98.5,0.0,0.0,0.0,0.0,0.0,0.0
99.5,0.0,0.0,0.0,0.0,0.0,0.0
100.5,0.0,0.0,0.0,0.0,0.0,0.0
101.5,0.0,0.0,0.0,0.0,0.0,0.0
102.5,0.0,0.0,0.0,0.0,0.0,0.0
103.5,0.0,0.0,0.0,0.0,0.0,0.0
104.5,0.0,0.0,0.0,0.0,0.0,0.0
105.5,2.3278688524590163,0.0,3.72972972972973,0.0,0.0,0.0
106.5,26.73025641025641,0.0,29.452554744525546,0.0,0.0,0.0
107.5,2.3278688524590163,0.0,3.72972972972973,0.0,0.0,0.0
108.5,13.237995824634655,0.0,28.602591792656586,0.0,0.0,0.0
109.5,12.976415094339623,0.0,0.0,39.19897435897436,0.0,0.0
110.5,25.303571428571427,0.0,0.0,4.0,0.0,0.0
111.5,0.0,0.0,0.0,0.15384615384615385,0.0,0.0
112.5,0.0,0.0,0.0,0.0,0.0,0.0
113.5,11.009831460674157,39.08323424494649,0.0,0.0,0.0,0.0
114.5,32.2212389380531,31.72463768115942,0.0,0.0,0.0,0.0
115.5,0.0,0.15384615384615385,0.0,0.0,0.0,0.0
116.5,0.0,0.0,0.0,0.0,0.0,0.0
117.5,2.3278688524590163,0.0,0.0,3.780821917808219,0.0,0.0
118.5,37.80549450549451,0.0,0.0,21.360178970917225,0.0,0.0
119.5,0.0,0.0,0.0,0.15384615384615385,0.0,0.0
120.5,0.0,0.0,0.0,0.0,0.0,0.0
121.5,0.0,0.0,0.0,0.0,0.0,0.0
122.5,0.0,0.0,0.0,0.0,0.0,0.0
123.5,1.7727272727272727,2.413793103448276,0.0,0.0,0.0,0.0
124.5,29.184574468085106,42.095043433827286,0.0,0.0,0.0,0.0
125.5,44.01856763925729,50.214285714285715,0.0,0.0,0.0,0.0
126.5,0.0,0.0,0.0,0.0,0.0,0.0
127.5,0.0,0.0,0.0,0.0,0.0,0.0
128.5,0.0,0.0,0.0,0.0,0.0,0.0
129.5,0.0,0.0,0.0,0.0,0.0,0.0
130.5,0.0,0.0,0.0,0.0,0.0,0.0
131.5,3.6103896103896105,0.0,0.0,5.018867924528302,0.0,0.0
132.5,22.27005347593583,0.0,0.0,23.674486803519063,0.0,0.0
133.5,0.0,0.0,0.0,0.0,0.0,0.0
134.5,0.0,0.0,0.0,0.0,0.0,0.0
135.5,0.0,0.0,0.0,0.0,0.0,0.0
136.5,0.0,0.0,0.0,0.0,0.0,0.0
137.5,1.7727272727272727,2.413793103448276,0.0,0.0,0.0,0.0
138.5,31.40508474576271,26.77901977644024,0.0,0.0,0.0,0.0
139.5,0.0,0.15384615384615385,0.0,0.0,0.0,0.0
140.5,11.772058823529411,0.0,0.0,36.60561299852289,0.0,0.0
141.5,0.0,0.0,0.0,0.15384615384615385,0.0,0.0
