time_bin,throughput,time_bin_mid
"[1, 2)",139.25,1.5
"[3, 4)",96.8,3.5
"[5, 6)",94.0,5.5
"[6, 7)",62.0,6.5
"[7, 8)",80.0,7.5
"[8, 9)",62.0,8.5
"[9, 10)",0.0,9.5
"[10, 11)",0.0,10.5
"[11, 12)",0.0,11.5
"[12, 13)",152.25,12.5
"[13, 14)",0.0,13.5
"[14, 15)",0.0,14.5
"[15, 16)",56.833333333333336,15.5
"[16, 17)",0.0,16.5
"[17, 18)",0.0,17.5
"[18, 19)",0.0,18.5
"[19, 20)",55.0,19.5
"[20, 21)",31.0,20.5
"[21, 22)",55.0,21.5
"[22, 23)",0.0,22.5
"[23, 24)",15.5,23.5
"[24, 25)",23.0,24.5
"[25, 26)",43.0,25.5
"[26, 27)",23.0,26.5
"[27, 28)",0.0,27.5
"[28, 29)",20.875,28.5
"[29, 30)",24.25,29.5
"[30, 31)",28.77777777777778,30.5
"[31, 32)",30.88888888888889,31.5
"[32, 33)",0.0,32.5
"[33, 34)",28.444444444444443,33.5
"[34, 35)",15.181818181818182,34.5
"[35, 36)",26.0,35.5
"[36, 37)",5.166666666666667,36.5
"[37, 38)",36.25,37.5
"[38, 39)",7.666666666666667,38.5
"[39, 40)",5.615384615384615,39.5
"[40, 41)",10.846153846153847,40.5
"[41, 42)",11.0,41.5
"[42, 43)",29.133333333333333,42.5
"[43, 44)",18.8,43.5
"[44, 45)",8.0625,44.5
"[45, 46)",21.375,45.5
"[46, 47)",8.294117647058824,46.5
"[47, 48)",10.166666666666666,47.5
"[48, 49)",11.68421052631579,48.5
"[49, 50)",28.210526315789473,49.5
"[50, 51)",4.65,50.5
"[51, 52)",23.05,51.5
"[52, 53)",0.0,52.5
"[53, 54)",18.565217391304348,53.5
"[54, 55)",19.791666666666668,54.5
"[55, 56)",15.166666666666666,55.5
"[56, 57)",11.12,56.5
"[57, 58)",14.2,57.5
"[58, 59)",6.68,58.5
"[59, 60)",18.615384615384617,59.5
"[60, 61)",7.769230769230769,60.5
"[61, 62)",10.76923076923077,61.5
"[62, 63)",5.615384615384615,62.5
"[63, 64)",6.931034482758621,63.5
"[64, 65)",11.344827586206897,64.5
"[65, 66)",10.068965517241379,65.5
"[66, 67)",13.172413793103448,66.5
"[67, 68)",8.137931034482758,67.5
"[68, 69)",7.275862068965517,68.5
"[69, 70)",2.413793103448276,69.5
"[70, 71)",16.20689655172414,70.5
"[71, 72)",2.413793103448276,71.5
"[72, 73)",4.448275862068965,72.5
"[73, 74)",2.6551724137931036,73.5
"[74, 75)",1.8275862068965518,74.5
"[75, 76)",4.103448275862069,75.5
"[76, 77)",0.0,76.5
"[77, 78)",2.206896551724138,77.5
"[78, 79)",14.551724137931034,78.5
"[79, 80)",4.517241379310345,79.5
"[80, 81)",0.0,80.5
"[81, 82)",8.551724137931034,81.5
"[82, 83)",0.0,82.5
"[83, 84)",5.620689655172414,83.5
"[84, 85)",5.137931034482759,84.5
"[85, 86)",4.551724137931035,85.5
"[86, 87)",3.1724137931034484,86.5
"[87, 88)",2.413793103448276,87.5
"[88, 89)",0.0,88.5
"[89, 90)",0.0,89.5
"[90, 91)",7.586206896551724,90.5
"[91, 92)",4.551724137931035,91.5
"[92, 93)",0.0,92.5
"[93, 94)",5.0344827586206895,93.5
"[94, 95)",11.344827586206897,94.5
"[95, 96)",0.0,95.5
"[96, 97)",0.0,96.5
"[97, 98)",5.310344827586207,97.5
"[98, 99)",0.0,98.5
"[99, 100)",2.5172413793103448,99.5
