Site,Category,Total Jobs,Completed Jobs,Average Completion Time,Average Waiting Time
1,0,44,41,6.199951219512195,0.24655103154018068
1,1,28,26,7.777820512820513,0.2546203706524807
1,2,35,33,9.622689393939389,0.43403799111377167
