Site,Category,Total Jobs,Completed Jobs,Average Completion Time,Average Waiting Time
1,0,31,28,5.659714285714284,0.20583044008436574
1,1,31,26,6.628974358974359,0.3276351016001324
1,2,43,34,10.613235294117644,2.408425242461212
