time_bin_mid,avg_data_arrival_time
17.5,2.006149999999927
26.5,1.5795000000000066
39.5,6.579500000000117
52.5,3.8162000000002365
67.5,5.430850000000149
82.5,3.924749999999264
105.5,4.615099999997966
112.5,1.9243999999975188
133.5,15.705899999997712
140.5,2.7548499999997773
154.5,8.700450000003059
162.5,2.8981000000057975
178.5,3.5303500000087524
190.5,2.6083000000110417
