time,Router_11_total_load
0.0,0
0.1,0
0.2,0
0.30000000000000004,0
0.4,0
0.5,0
0.6,0
0.7,0
0.7999999999999999,0
0.8999999999999999,0
0.9999999999999999,0
1.0999999999999999,0
1.2,0
1.3,0
1.4000000000000001,0
1.5000000000000002,0
1.6000000000000003,0
1.6161100000000004,1
1.7000000000000004,1
1.7100750000000005,0
1.7261400000000005,1
1.7261700000000004,2
1.8000000000000005,0
1.8100750000000005,3
1.8201500000000006,1
1.8302250000000007,0
1.8362000000000005,1
1.8362300000000005,2
1.8462600000000005,3
1.8462900000000004,4
1.9000000000000006,0
1.9302250000000007,7
1.9403000000000008,5
1.9503750000000009,3
1.9563200000000005,2
1.9563500000000005,3
1.960450000000001,5
1.9663800000000005,3
1.9664100000000004,4
1.970525000000001,7
1.9764400000000004,4
1.9764700000000004,5
1.980600000000001,9
1.9865000000000004,5
1.9865300000000004,6
1.990675000000001,11
1.9965600000000003,6
1.9965900000000003,7
2.0000000000000004,0
2.000750000000001,13
2.0066200000000003,7
2.0066500000000005,8
2.010825000000001,15
2.0166800000000005,8
2.0167100000000007,9
2.020900000000001,17
2.0267400000000007,9
2.026770000000001,10
2.030975000000001,19
2.036800000000001,10
2.036830000000001,11
2.041050000000001,21
2.046860000000001,11
2.046890000000001,12
2.051125000000001,23
2.056920000000001,12
2.0569500000000014,13
2.0612000000000013,25
2.0669800000000014,13
2.0670100000000016,14
2.0712750000000013,27
2.0770400000000016,14
2.0770700000000017,15
2.0813500000000014,29
2.0871000000000017,15
2.087130000000002,16
2.0914250000000014,31
2.097160000000002,16
2.097190000000002,17
2.1000000000000005,0
2.1015000000000015,33
2.107220000000002,17
2.1072500000000023,18
2.1115750000000015,35
2.1172800000000023,18
2.1173100000000025,19
2.1216500000000016,37
2.1273400000000025,19
2.1273700000000026,20
2.1317250000000016,39
2.1374000000000026,20
2.137430000000003,21
2.1418000000000017,41
2.147460000000003,21
2.147490000000003,22
2.1518750000000018,43
2.157520000000003,22
2.157550000000003,23
2.161950000000002,45
2.167580000000003,23
2.1676100000000034,24
2.172025000000002,47
2.1776400000000034,24
2.1776700000000035,25
2.182100000000002,49
2.1877000000000035,25
2.1877300000000037,26
2.192175000000002,51
2.1977600000000037,26
2.197790000000004,27
2.2000000000000006,0
2.202250000000002,53
2.207820000000004,27
2.207850000000004,28
2.212325000000002,55
2.217880000000004,28
2.2179100000000043,29
2.222400000000002,57
2.2279400000000043,29
2.2279700000000044,30
2.232475000000002,59
2.2380000000000044,30
2.2380300000000046,31
2.2425500000000023,61
2.2480600000000046,31
2.248090000000005,32
2.2526250000000023,63
2.258120000000005,32
2.258150000000005,33
2.2627000000000024,65
2.268180000000005,33
2.268210000000005,34
2.2727750000000024,67
2.278240000000005,34
2.2782700000000053,35
2.2828500000000025,69
2.2883000000000053,35
2.2883300000000055,36
2.2929250000000025,71
2.2983600000000055,36
2.2983900000000057,37
2.3000000000000007,0
2.3030000000000026,73
2.3084200000000057,37
2.308450000000006,38
2.3130750000000027,75
2.318480000000006,38
2.318510000000006,39
2.3231500000000027,77
2.328540000000006,39
2.3285700000000062,40
2.3332250000000028,79
2.3386000000000062,40
2.3386300000000064,41
2.343300000000003,81
2.3486600000000064,41
2.3486900000000066,42
2.353375000000003,83
2.3587200000000066,42
2.358750000000007,43
2.363450000000003,85
2.3687800000000068,43
2.368810000000007,44
2.373525000000003,87
2.378840000000007,44
2.378870000000007,45
2.383600000000003,89
2.388900000000007,45
2.3889300000000073,46
2.393675000000003,91
2.3989600000000073,46
2.3989900000000075,47
2.400000000000001,0
2.403750000000003,93
2.4090200000000075,47
2.4090500000000077,48
2.413825000000003,95
2.4190800000000077,48
2.419110000000008,49
2.4239000000000033,97
2.4291200000000077,49
2.4339750000000033,97
2.4391300000000076,49
2.4440500000000034,97
2.4541250000000034,95
2.4642000000000035,93
2.4742750000000036,91
2.4843500000000036,89
2.4944250000000037,87
2.500000000000001,0
2.5045000000000037,85
2.514575000000004,83
2.524650000000004,81
2.534725000000004,79
2.544800000000004,77
2.554875000000004,75
2.564950000000004,73
2.575025000000004,71
2.585100000000004,69
2.5951750000000042,67
2.600000000000001,0
2.6052500000000043,65
2.6153250000000043,63
2.6254000000000044,61
2.6354750000000045,59
2.6455500000000045,57
2.6556250000000046,55
2.6657000000000046,53
2.6757750000000047,51
2.6858500000000047,49
2.695925000000005,47
2.700000000000001,0
2.706000000000005,45
2.716075000000005,43
2.726150000000005,41
2.736225000000005,39
2.746300000000005,37
2.756375000000005,35
2.766450000000005,33
2.7765250000000052,31
2.7866000000000053,29
2.7966750000000054,27
2.800000000000001,0
2.8067500000000054,25
2.8168250000000055,23
2.8269000000000055,21
2.8369750000000056,19
2.8470500000000056,17
2.8571250000000057,15
2.8672000000000057,13
2.877275000000006,11
2.887350000000006,9
2.897425000000006,7
2.9000000000000012,0
2.907500000000006,5
2.917575000000006,3
2.927600000000006,1
2.9376250000000064,0
2.9491299999999967,1
3.0000000000000013,0
3.0376250000000065,1
3.0476250000000062,0
3.1000000000000014,0
3.1476250000000063,0
3.2000000000000015,0
3.2476250000000064,0
3.3000000000000016,0
3.3476250000000065,0
3.4000000000000017,0
3.4476250000000066,0
3.5000000000000018,0
3.5476250000000067,0
3.600000000000002,0
3.647625000000007,0
3.700000000000002,0
3.747625000000007,0
3.800000000000002,0
3.847625000000007,0
3.900000000000002,0
3.947625000000007,0
4.000000000000002,0
4.047625000000007,0
4.100000000000001,0
4.147625000000007,0
4.200000000000001,0
4.247625000000006,0
4.300000000000001,0
4.347625000000006,0
4.4,0
4.447625000000006,0
4.5,0
4.547625000000005,0
4.6,0
4.647625000000005,0
4.699999999999999,0
4.747625000000005,0
4.799999999999999,0
4.847625000000004,0
4.899999999999999,0
4.947625000000004,0
4.999999999999998,0
5.047625000000004,0
5.099999999999998,0
5.147625000000003,0
5.1999999999999975,0
5.220989999999997,1
5.247625000000003,0
5.299999999999997,1
5.310074999999997,0
5.331019999999996,1
5.331049999999996,2
5.3476250000000025,0
5.399999999999997,0
5.410074999999996,3
5.420149999999996,1
5.430224999999996,0
5.441079999999995,1
5.441109999999995,2
5.447625000000002,0
5.451139999999994,3
5.451169999999994,4
5.4999999999999964,0
5.530224999999995,7
5.540299999999995,5
5.547625000000002,0
5.5503749999999945,3
5.560449999999994,1
5.561199999999993,1
5.561229999999993,2
5.570524999999994,3
5.5712599999999926,2
5.571289999999992,3
5.580599999999993,5
5.581319999999992,3
5.581349999999992,4
5.590674999999993,7
5.591379999999991,4
5.591409999999991,5
5.599999999999996,0
5.600749999999993,9
5.60143999999999,5
5.60146999999999,6
5.610824999999992,11
5.61149999999999,6
5.6115299999999895,7
5.620899999999992,13
5.621559999999989,7
5.621589999999989,8
5.630974999999991,15
5.631619999999988,8
5.631649999999988,9
5.641049999999991,17
5.641679999999988,9
5.641709999999987,10
5.6476250000000014,0
5.651124999999991,19
5.651739999999987,10
5.651769999999987,11
5.66119999999999,21
5.661799999999986,11
5.661829999999986,12
5.67127499999999,23
5.6718599999999855,12
5.671889999999985,13
5.6813499999999895,25
5.681919999999985,13
5.6819499999999845,14
5.691424999999989,27
5.691979999999984,14
5.692009999999984,15
5.699999999999996,0
5.701499999999989,29
5.702039999999983,15
5.702069999999983,16
5.711574999999988,31
5.712099999999983,16
5.712129999999982,17
5.721649999999988,33
5.722159999999982,17
5.722189999999982,18
5.7317249999999875,35
