time_bin_mid,Queue_1_avg_load,Queue_2_avg_load,Queue_3_avg_load,Queue_4_avg_load,Queue_5_avg_load
0.5,0.0,0.0,0.0,0.0,0.0
1.5,0.0,0.0,0.0,2.466666666666667,0.0
2.5,0.0,0.0,0.0,26.693430656934307,0.0
3.5,0.0,0.0,0.0,0.08333333333333333,0.0
4.5,0.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0,20.07035175879397
6.5,0.0,0.0,0.0,0.0,57.951219512195124
7.5,0.0,0.0,0.0,0.0,15.3375
8.5,0.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0,0.0
10.5,0.0,0.0,0.0,0.0,0.0
11.5,0.0,0.0,0.0,0.0,0.0
12.5,0.0,0.0,0.0,0.0,0.0
13.5,0.0,0.0,0.0,0.0,0.0
14.5,0.0,0.0,0.0,0.0,3.016949152542373
15.5,0.0,0.0,0.0,0.0,46.41470588235294
16.5,0.0,0.0,0.0,0.0,19.18274111675127
17.5,0.0,0.0,0.0,27.573643410852714,8.813253012048193
18.5,0.0,0.0,0.0,62.8962962962963,0.0
19.5,0.0,0.0,0.0,12.885714285714286,0.5555555555555556
20.5,0.0,0.0,0.0,0.0,0.6655518394648829
21.5,0.0,0.0,0.0,0.0,2.7065217391304346
22.5,0.0,0.0,0.0,0.6514285714285715,0.0
23.5,0.0,0.0,0.0,5.543956043956044,0.0
24.5,0.0,0.0,0.0,0.0,24.50212765957447
25.5,0.0,0.0,0.0,0.0,59.70802919708029
26.5,0.0,0.0,0.0,0.0,13.375
27.5,0.0,0.0,0.0,0.0,0.0
28.5,0.0,0.0,0.0,0.0,21.982456140350877
29.5,0.0,0.0,0.0,0.0,81.84070796460178
30.5,0.0,0.0,0.0,0.0,84.89105058365759
31.5,0.0,0.0,0.0,0.0,28.471502590673577
32.5,0.0,0.0,0.0,1.0769230769230769,0.0
33.5,0.0,0.0,0.0,1.6375838926174497,0.0
34.5,0.0,0.0,0.0,2.6262626262626263,0.0
35.5,0.0,0.0,0.0,0.8528428093645485,0.0
36.5,0.0,0.0,0.0,0.6850828729281768,0.0
37.5,0.0,0.0,0.0,2.4849498327759196,0.0
38.5,0.0,0.0,0.0,2.3183520599250937,0.0
39.5,0.0,0.0,0.0,1.665551839464883,0.0
40.5,0.0,0.0,0.0,0.6991869918699187,0.0
41.5,0.0,0.0,0.0,0.0,0.0
42.5,0.0,0.0,0.0,0.0,0.0
43.5,0.0,0.0,0.0,0.0,0.0
44.5,0.0,0.0,0.0,0.0,0.0
45.5,0.0,0.0,0.0,0.0,0.0
46.5,0.0,0.0,0.0,0.0,0.0
47.5,0.0,0.0,0.0,0.0,0.0
48.5,0.0,0.0,0.0,0.0,0.0
49.5,0.0,0.0,0.0,0.0,0.0
50.5,0.0,0.0,0.0,0.0,0.0
51.5,0.0,0.0,0.0,0.0,0.8260869565217391
52.5,0.0,0.0,0.0,0.0,38.49562682215743
