time_bin,retransmissions,time_bin_mid
"[2, 3)",0.0,2.5
"[45, 46)",0.0,45.5
"[46, 47)",5.944444444444445,46.5
"[47, 48)",5.944444444444445,47.5
"[48, 49)",0.0,48.5
"[57, 58)",0.0,57.5
"[58, 59)",0.0,58.5
"[61, 62)",0.0,61.5
"[62, 63)",0.0,62.5
"[63, 64)",0.0,63.5
"[64, 65)",0.0,64.5
"[65, 66)",0.0,65.5
"[73, 74)",23.50561797752809,73.5
"[74, 75)",23.50561797752809,74.5
"[75, 76)",0.0,75.5
"[88, 89)",0.0,88.5
"[90, 91)",0.0,90.5
"[91, 92)",0.0,91.5
"[92, 93)",0.0,92.5
"[93, 94)",0.0,93.5
"[102, 103)",0.0,102.5
"[103, 104)",10.408333333333333,103.5
"[104, 105)",5.140625,104.5
"[154, 155)",0.0,154.5
"[155, 156)",0.0,155.5
"[156, 157)",0.0,156.5
"[157, 158)",0.0,157.5
"[158, 159)",0.0,158.5
"[159, 160)",0.0,159.5
"[160, 161)",0.0,160.5
"[161, 162)",0.0,161.5
"[162, 163)",0.0,162.5
"[189, 190)",0.0,189.5
"[190, 191)",0.0,190.5
"[191, 192)",0.0,191.5
"[192, 193)",0.0,192.5
"[193, 194)",0.0,193.5
"[194, 195)",0.0,194.5
"[195, 196)",0.0,195.5
"[196, 197)",0.0,196.5
"[197, 198)",0.0,197.5
"[198, 199)",0.0,198.5
"[199, 200)",0.0,199.5
