Site,Category,Total Jobs,Completed Jobs,Average Completion Time,Average Waiting Time
1,0,30,29,6.662965517241383,0.22135587591971387
1,1,38,37,7.803333333333334,0.2021576969403312
1,2,37,35,10.10367857142857,0.37812395651215003
