Site,Category,Total Jobs,Completed Jobs,Average Completion Time,Average Waiting Time
2,0,36,36,6.27322222222222,0.24875997822613025
2,1,33,31,7.516666666666663,0.2971495979822979
2,2,37,35,10.507999999999994,0.34633789233996776
