time_bin,cwnd,time_bin_mid
"[1, 2)",1.0,1.5
"[2, 3)",1.0,2.5
"[3, 4)",1.0,3.5
"[4, 5)",1.0,4.5
"[5, 6)",1.0,5.5
"[7, 8)",1.0,7.5
"[8, 9)",1.0,8.5
"[9, 10)",1.0,9.5
"[10, 11)",1.0,10.5
"[11, 12)",1.0,11.5
"[13, 14)",1.0,13.5
"[14, 15)",1.0,14.5
"[15, 16)",1.0,15.5
"[16, 17)",1.0,16.5
"[17, 18)",1.0,17.5
"[18, 19)",1.0,18.5
"[19, 20)",1.0,19.5
"[20, 21)",1.0,20.5
"[21, 22)",1.0,21.5
"[22, 23)",1.0,22.5
"[24, 25)",1.0,24.5
"[25, 26)",1.0,25.5
"[27, 28)",1.0,27.5
"[28, 29)",1.0,28.5
"[29, 30)",1.0,29.5
"[30, 31)",1.0,30.5
"[31, 32)",1.0,31.5
"[32, 33)",1.0,32.5
"[35, 36)",1.0,35.5
"[37, 38)",1.0,37.5
"[38, 39)",1.0,38.5
"[41, 42)",1.0,41.5
"[43, 44)",1.0,43.5
"[44, 45)",1.0,44.5
"[45, 46)",1.0,45.5
"[46, 47)",1.0,46.5
"[48, 49)",1.0,48.5
"[63, 64)",1.0,63.5
"[64, 65)",1.0,64.5
"[67, 68)",1.0,67.5
"[69, 70)",1.0,69.5
"[70, 71)",1.0,70.5
"[73, 74)",1.0,73.5
"[75, 76)",1.0,75.5
"[76, 77)",1.0,76.5
"[77, 78)",1.0,77.5
"[78, 79)",1.0,78.5
"[80, 81)",1.0,80.5
"[123, 124)",1.0,123.5
"[124, 125)",1.0,124.5
"[127, 128)",1.0,127.5
"[129, 130)",1.0,129.5
"[130, 131)",1.0,130.5
"[133, 134)",1.0,133.5
"[135, 136)",1.0,135.5
"[136, 137)",1.0,136.5
"[137, 138)",1.0,137.5
"[138, 139)",1.0,138.5
"[140, 141)",1.0,140.5
"[183, 184)",1.0,183.5
"[184, 185)",1.0,184.5
"[187, 188)",1.0,187.5
"[189, 190)",1.0,189.5
"[190, 191)",1.0,190.5
"[193, 194)",1.0,193.5
"[195, 196)",1.0,195.5
"[196, 197)",1.0,196.5
"[197, 198)",1.0,197.5
"[198, 199)",1.0,198.5
