time_bin,cwnd,time_bin_mid
"[7, 8)",3.0,7.5
"[8, 9)",44.634408609019424,8.5
"[9, 10)",65.25966413370764,9.5
"[10, 11)",66.14399516311012,10.5
"[11, 12)",7.5,11.5
"[12, 13)",31.5,12.5
"[21, 22)",4.0,21.5
"[22, 23)",39.627249369823886,22.5
"[23, 24)",55.7032463655461,23.5
"[24, 25)",58.389521738986005,24.5
"[25, 26)",28.387134651680366,25.5
"[26, 27)",24.5,26.5
"[27, 28)",58.91802097135162,27.5
"[28, 29)",65.34497669015904,28.5
"[29, 30)",5.5,29.5
"[30, 31)",48.99725628336106,30.5
"[31, 32)",51.25835185395067,31.5
"[32, 33)",53.67593348595147,32.5
"[34, 35)",31.5,34.5
"[42, 43)",2.0,42.5
"[43, 44)",37.376093914555085,43.5
"[44, 45)",64.92161831162082,44.5
"[45, 46)",53.482104756224864,45.5
"[46, 47)",51.440665109373484,46.5
"[47, 48)",65.53494956440953,47.5
"[48, 49)",66.46072988632878,48.5
"[49, 50)",28.5,49.5
"[50, 51)",64.19685480941808,50.5
"[51, 52)",2.0,51.5
"[52, 53)",41.53507613600729,52.5
"[53, 54)",64.99904831183969,53.5
"[54, 55)",36.88475927685293,54.5
"[55, 56)",64.89859572871892,55.5
"[57, 58)",32.0,57.5
"[58, 59)",64.08340951204448,58.5
"[59, 60)",7.5,59.5
"[60, 61)",51.440665109373484,60.5
"[61, 62)",65.53494956440953,61.5
"[62, 63)",66.34029888188417,62.5
"[64, 65)",2.0,64.5
"[65, 66)",7.5,65.5
"[66, 67)",46.74409652548011,66.5
"[67, 68)",46.99322420544008,67.5
"[101, 102)",4.0,101.5
"[102, 103)",40.73831675459967,102.5
"[105, 106)",2.0,105.5
"[106, 107)",24.0,106.5
"[107, 108)",61.31817161728184,107.5
"[108, 109)",64.81513131522924,108.5
"[109, 110)",65.23802846551995,109.5
"[117, 118)",11.0,117.5
"[118, 119)",45.459554639692286,118.5
"[125, 126)",16.826923076923077,125.5
"[126, 127)",52.31115341585447,126.5
"[133, 134)",27.5,133.5
"[134, 135)",64.07137070409692,134.5
"[135, 136)",65.96150045272095,135.5
"[136, 137)",27.0,136.5
"[137, 138)",62.64491124234343,137.5
"[146, 147)",8.5,146.5
"[147, 148)",48.46151058347011,147.5
"[148, 149)",52.83019164661851,148.5
"[149, 150)",65.33624870330003,149.5
"[150, 151)",66.2346449149523,150.5
"[166, 167)",6.5,166.5
"[167, 168)",50.250800783051474,167.5
"[168, 169)",63.51224766758445,168.5
"[169, 170)",29.0,169.5
"[181, 182)",5.0,181.5
"[182, 183)",37.44908398596955,182.5
"[183, 184)",25.5,183.5
"[184, 185)",63.517248861275974,184.5
"[185, 186)",65.59725272732723,185.5
"[195, 196)",3.0,195.5
"[196, 197)",41.63246095922382,196.5
"[197, 198)",64.78376215558949,197.5
