time_bin,goodput,time_bin_mid
"[1, 2)",39.0,1.5
"[2, 3)",15.75,2.5
"[3, 4)",34.0,3.5
"[4, 5)",60.0,4.5
"[5, 6)",25.7,5.5
"[6, 7)",0.5,6.5
"[7, 8)",11.333333333333334,7.5
"[8, 9)",85.875,8.5
"[9, 10)",57.0,9.5
"[16, 17)",42.75,16.5
"[17, 18)",6.0,17.5
"[18, 19)",14.75,18.5
"[19, 20)",32.0,19.5
"[20, 21)",13.0,20.5
"[21, 22)",21.75,21.5
"[22, 23)",38.333333333333336,22.5
"[23, 24)",53.0,23.5
"[24, 25)",34.8,24.5
"[25, 26)",30.0,25.5
"[26, 27)",11.25,26.5
"[27, 28)",0.0,27.5
"[28, 29)",43.25,28.5
"[29, 30)",24.75,29.5
"[30, 31)",0.0,30.5
"[31, 32)",3.0,31.5
"[33, 34)",42.75,33.5
"[34, 35)",30.0,34.5
"[35, 36)",0.0,35.5
"[36, 37)",0.0,36.5
"[37, 38)",0.0,37.5
"[38, 39)",0.0,38.5
"[39, 40)",20.4375,39.5
"[40, 41)",5.8,40.5
"[41, 42)",0.0,41.5
"[42, 43)",0.0,42.5
"[43, 44)",18.5,43.5
"[44, 45)",18.25,44.5
"[45, 46)",18.6,45.5
"[46, 47)",0.0,46.5
"[47, 48)",23.833333333333332,47.5
"[48, 49)",31.11111111111111,48.5
"[49, 50)",24.0,49.5
"[50, 51)",88.5,50.5
"[51, 52)",44.666666666666664,51.5
"[52, 53)",86.5,52.5
"[53, 54)",0.0,53.5
"[54, 55)",19.5,54.5
"[55, 56)",55.0,55.5
"[56, 57)",36.9,56.5
"[57, 58)",22.125,57.5
"[58, 59)",30.333333333333332,58.5
"[59, 60)",50.125,59.5
"[60, 61)",49.5,60.5
"[61, 62)",17.6,61.5
"[62, 63)",27.75,62.5
"[63, 64)",25.333333333333332,63.5
"[64, 65)",0.0,64.5
"[66, 67)",85.5,66.5
"[67, 68)",31.0,67.5
"[68, 69)",0.0,68.5
"[69, 70)",0.0,69.5
"[70, 71)",0.0,70.5
"[71, 72)",2.0,71.5
"[72, 73)",0.0,72.5
"[73, 74)",0.0,73.5
"[74, 75)",23.8125,74.5
"[75, 76)",31.625,75.5
"[76, 77)",65.7,76.5
"[77, 78)",46.666666666666664,77.5
"[79, 80)",39.75,79.5
"[80, 81)",0.0,80.5
"[81, 82)",60.75,81.5
"[82, 83)",19.5,82.5
"[83, 84)",35.25,83.5
"[84, 85)",7.5,84.5
"[88, 89)",41.25,88.5
"[89, 90)",44.5,89.5
"[90, 91)",29.5,90.5
"[91, 92)",0.0,91.5
"[92, 93)",26.5,92.5
"[93, 94)",32.785714285714285,93.5
