time_bin,retransmissions,time_bin_mid
"[1, 2)",4.25,1.5
"[2, 3)",6.101851851851852,2.5
"[3, 4)",7.014925373134329,3.5
"[4, 5)",5.382113821138211,4.5
"[5, 6)",22.833333333333332,5.5
"[6, 7)",0.8,6.5
"[7, 8)",3.935483870967742,7.5
"[8, 9)",6.779220779220779,8.5
"[16, 17)",5.206185567010309,16.5
"[17, 18)",24.650793650793652,17.5
"[18, 19)",14.75,18.5
"[19, 20)",33.5,19.5
"[20, 21)",6.0,20.5
"[21, 22)",6.697368421052632,21.5
"[23, 24)",6.702127659574468,23.5
"[24, 25)",6.968253968253968,24.5
"[25, 26)",10.969696969696969,25.5
"[26, 27)",5.416666666666667,26.5
"[27, 28)",8.333333333333334,27.5
"[28, 29)",9.29126213592233,28.5
"[29, 30)",8.333333333333334,29.5
"[30, 31)",8.087719298245615,30.5
"[32, 33)",4.28,32.5
"[33, 34)",7.081081081081081,33.5
"[34, 35)",9.64864864864865,34.5
"[36, 37)",0.0,36.5
"[37, 38)",0.0,37.5
"[38, 39)",0.0,38.5
"[39, 40)",-0.35714285714285715,39.5
"[40, 41)",5.67741935483871,40.5
"[41, 42)",0.0,41.5
"[42, 43)",0.0,42.5
"[44, 45)",6.477611940298507,44.5
"[45, 46)",27.5,45.5
"[46, 47)",2.3846153846153846,46.5
"[47, 48)",1.7777777777777777,47.5
"[48, 49)",4.119047619047619,48.5
"[49, 50)",1.5714285714285714,49.5
"[50, 51)",-0.23076923076923078,50.5
"[53, 54)",5.3125,53.5
"[54, 55)",3.590909090909091,54.5
"[55, 56)",5.961538461538462,55.5
"[56, 57)",4.3076923076923075,56.5
"[57, 58)",4.131868131868132,57.5
"[58, 59)",3.5454545454545454,58.5
"[59, 60)",6.51063829787234,59.5
"[60, 61)",3.4838709677419355,60.5
"[61, 62)",6.333333333333333,61.5
"[62, 63)",-0.4,62.5
"[66, 67)",6.5285714285714285,66.5
"[67, 68)",5.925925925925926,67.5
"[68, 69)",21.5,68.5
"[69, 70)",21.5,69.5
"[70, 71)",17.18867924528302,70.5
"[71, 72)",2.142857142857143,71.5
"[72, 73)",1.2,72.5
"[73, 74)",0.38095238095238093,73.5
"[74, 75)",5.019607843137255,74.5
"[75, 76)",6.632352941176471,75.5
"[76, 77)",4.794117647058823,76.5
"[78, 79)",15.653846153846153,78.5
"[79, 80)",22.0,79.5
"[80, 81)",46.1764705882353,80.5
"[81, 82)",6.318181818181818,81.5
"[83, 84)",1.0384615384615385,83.5
"[84, 85)",2.5,84.5
"[87, 88)",6.363636363636363,87.5
"[88, 89)",6.232876712328767,88.5
"[89, 90)",4.956521739130435,89.5
"[93, 94)",6.735294117647059,93.5
"[94, 95)",4.994152046783626,94.5
"[95, 96)",0.09090909090909091,95.5
"[96, 97)",0.5,96.5
"[104, 105)",16.871794871794872,104.5
"[105, 106)",14.23076923076923,105.5
"[107, 108)",0.0,107.5
"[108, 109)",0.0,108.5
"[109, 110)",12.272727272727273,109.5
"[110, 111)",2.95,110.5
"[111, 112)",26.0,111.5
"[112, 113)",6.875,112.5
"[113, 114)",6.684210526315789,113.5
"[114, 115)",6.7073170731707314,114.5
"[115, 116)",6.318181818181818,115.5
"[116, 117)",7.122137404580153,116.5
"[117, 118)",0.2857142857142857,117.5
"[118, 119)",3.9,118.5
"[119, 120)",10.0,119.5
"[121, 122)",9.5,121.5
"[122, 123)",9.5,122.5
"[123, 124)",6.673469387755102,123.5
"[124, 125)",8.875,124.5
"[125, 126)",3.3157894736842106,125.5
"[126, 127)",0.0,126.5
"[127, 128)",3.3529411764705883,127.5
"[128, 129)",7.785714285714286,128.5
"[129, 130)",2.875,129.5
"[130, 131)",1.5,130.5
"[133, 134)",15.169014084507042,133.5
"[134, 135)",9.736842105263158,134.5
"[135, 136)",7.253968253968254,135.5
"[140, 141)",9.548780487804878,140.5
"[141, 142)",4.071428571428571,141.5
"[145, 146)",3.0,145.5
"[148, 149)",5.654761904761905,148.5
"[151, 152)",5.604166666666667,151.5
"[152, 153)",6.78125,152.5
"[153, 154)",15.634146341463415,153.5
"[154, 155)",5.725806451612903,154.5
"[155, 156)",18.27777777777778,155.5
"[156, 157)",9.481481481481481,156.5
"[157, 158)",2.0,157.5
"[158, 159)",4.28,158.5
"[159, 160)",7.26241134751773,159.5
"[160, 161)",3.0,160.5
"[161, 162)",1.3636363636363635,161.5
"[162, 163)",7.158730158730159,162.5
"[165, 166)",4.09375,165.5
"[166, 167)",10.5,166.5
"[167, 168)",21.0,167.5
"[168, 169)",5.043478260869565,168.5
"[169, 170)",1.5,169.5
"[170, 171)",2.6923076923076925,170.5
"[172, 173)",6.533898305084746,172.5
"[173, 174)",36.666666666666664,173.5
"[174, 175)",9.37037037037037,174.5
"[175, 176)",15.602941176470589,175.5
"[176, 177)",11.0,176.5
"[177, 178)",3.217391304347826,177.5
"[178, 179)",7.747252747252747,178.5
"[179, 180)",5.571428571428571,179.5
"[181, 182)",1.0,181.5
"[185, 186)",5.0,185.5
"[186, 187)",7.363636363636363,186.5
"[187, 188)",0.3333333333333333,187.5
"[188, 189)",0.0,188.5
"[189, 190)",0.25,189.5
"[190, 191)",3.7241379310344827,190.5
"[191, 192)",7.226027397260274,191.5
"[192, 193)",9.011363636363637,192.5
"[193, 194)",4.222222222222222,193.5
"[194, 195)",2.8260869565217392,194.5
"[195, 196)",1.6666666666666667,195.5
"[196, 197)",0.16666666666666666,196.5
"[197, 198)",5.0,197.5
"[198, 199)",3.0,198.5
"[199, 200)",2.0,199.5
