time,goodput,connection_id,src,dst
1.5,0.0,13302,<entities.processor.Processor object at 0x000001C162204910>,<entities.dtn.DTN object at 0x000001C162204940>
1.6000999999999999,78.0,52093,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C162204910>
2.6001,9.0,52093,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C162204910>
3.6001,10.5,52093,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C162204910>
2.5,0.0,71964,<entities.processor.Processor object at 0x000001C16221CE20>,<entities.dtn.DTN object at 0x000001C162204940>
2.5,0.0,2206,<entities.processor.Processor object at 0x000001C16222D100>,<entities.dtn.DTN object at 0x000001C162204940>
2.5,0.0,50965,<entities.processor.Processor object at 0x000001C16222D640>,<entities.dtn.DTN object at 0x000001C162204940>
2.5001,0.0,56327,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16221CE20>
3.5001,22.5,56327,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16221CE20>
4.5001,129.0,56327,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16221CE20>
5.5001,78.5,56327,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16221CE20>
2.5001,85.5,70157,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D640>
3.5001,69.0,70157,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D640>
4.0,0.0,61241,<entities.processor.Processor object at 0x000001C16221C2B0>,<entities.dtn.DTN object at 0x000001C162204940>
4.016539999999999,70.5,3816,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16221C2B0>
4.047625000000006,75.0,55549,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D100>
5.047625000000006,3.5,55549,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D100>
6.047625000000006,0.0,55549,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D100>
4.5,0.0,95848,<entities.processor.Processor object at 0x000001C16222D8E0>,<entities.dtn.DTN object at 0x000001C162204940>
4.536540000000121,85.5,16845,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D8E0>
5.536540000000121,45.0,16845,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D8E0>
6.536540000000121,0.0,16845,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D8E0>
7.536540000000121,2.5,16845,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D8E0>
5.0,0.0,66640,<entities.processor.Processor object at 0x000001C16222DB80>,<entities.dtn.DTN object at 0x000001C162204940>
5.03917000000013,1.5,56326,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222DB80>
6.03917000000013,1.5,56326,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222DB80>
7.03917000000013,31.5,56326,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222DB80>
8.03917000000013,165.0,56326,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222DB80>
9.03917000000013,139.5,56326,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222DB80>
7.5,0.0,88000,<entities.processor.Processor object at 0x000001C16221CB80>,<entities.dtn.DTN object at 0x000001C162204940>
8.0,0.0,6699,<entities.processor.Processor object at 0x000001C16222D3A0>,<entities.dtn.DTN object at 0x000001C162204940>
8.084404999999993,85.5,81584,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D3A0>
9.084404999999993,28.5,81584,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D3A0>
8.74858999999996,93.0,71728,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16221CB80>
9.74858999999996,3.0,71728,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16221CB80>
16.5,0.0,92101,<entities.processor.Processor object at 0x000001C16222D640>,<entities.dtn.DTN object at 0x000001C162204940>
16.597989999999932,85.5,5023,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D640>
17.597989999999932,6.0,5023,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D640>
18.597989999999932,0.0,5023,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D640>
19.597989999999932,0.0,5023,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D640>
20.597989999999932,50.5,5023,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D640>
21.597989999999932,0.0,5023,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D640>
22.597989999999932,0.0,5023,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D640>
23.597989999999932,0.0,5023,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D640>
24.597989999999932,0.0,5023,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D640>
18.0,0.0,56875,<entities.processor.Processor object at 0x000001C16222D8E0>,<entities.dtn.DTN object at 0x000001C162204940>
18.5,0.0,41679,<entities.processor.Processor object at 0x000001C162204910>,<entities.dtn.DTN object at 0x000001C162204940>
18.55960999999999,59.0,40043,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C162204910>
19.0,0.0,2111,<entities.processor.Processor object at 0x000001C16221C2B0>,<entities.dtn.DTN object at 0x000001C162204940>
19.062139999999957,96.0,5969,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16221C2B0>
20.062139999999957,0.0,5969,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16221C2B0>
20.0,0.0,93277,<entities.processor.Processor object at 0x000001C16222DB80>,<entities.dtn.DTN object at 0x000001C162204940>
21.0,0.0,93277,<entities.processor.Processor object at 0x000001C16222DB80>,<entities.dtn.DTN object at 0x000001C162204940>
20.422175000000085,1.5,46472,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D8E0>
21.422175000000085,1.5,46472,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D8E0>
22.422175000000085,31.5,46472,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D8E0>
23.422175000000085,159.0,46472,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D8E0>
24.422175000000085,94.5,46472,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D8E0>
21.032514999999982,85.5,53733,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222DB80>
22.032514999999982,83.5,53733,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222DB80>
23.032514999999982,0.0,53733,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222DB80>
24.032514999999982,0.0,53733,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222DB80>
24.0,0.0,14667,<entities.processor.Processor object at 0x000001C16221CE20>,<entities.dtn.DTN object at 0x000001C162204940>
24.009175000000024,79.5,54293,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16221CE20>
25.009175000000024,30.0,54293,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16221CE20>
26.009175000000024,0.0,54293,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16221CE20>
27.009175000000024,0.0,54293,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16221CE20>
28.009175000000024,21.5,54293,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16221CE20>
25.0,0.0,17386,<entities.processor.Processor object at 0x000001C16221CB80>,<entities.dtn.DTN object at 0x000001C162204940>
25.0761399999999,90.0,11046,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16221CB80>
26.0761399999999,22.5,11046,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16221CB80>
27.0761399999999,0.0,11046,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16221CB80>
25.5,0.0,73125,<entities.processor.Processor object at 0x000001C16222D100>,<entities.dtn.DTN object at 0x000001C162204940>
27.5,0.0,98518,<entities.processor.Processor object at 0x000001C16222D3A0>,<entities.dtn.DTN object at 0x000001C162204940>
28.5,0.0,98518,<entities.processor.Processor object at 0x000001C16222D3A0>,<entities.dtn.DTN object at 0x000001C162204940>
28.391860000000264,78.0,14124,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D100>
29.391860000000264,16.5,14124,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D100>
30.391860000000264,0.0,14124,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D100>
28.595240000000246,73.5,6193,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D3A0>
29.595240000000246,33.0,6193,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D3A0>
30.595240000000246,0.0,6193,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D3A0>
31.595240000000246,3.0,6193,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D3A0>
33.0,0.0,3670,<entities.processor.Processor object at 0x000001C16222D640>,<entities.dtn.DTN object at 0x000001C162204940>
33.09577499999943,85.5,53661,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D640>
34.09577499999943,30.0,53661,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D640>
35.09577499999943,0.0,53661,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D640>
36.0,0.0,98803,<entities.processor.Processor object at 0x000001C16222D8E0>,<entities.dtn.DTN object at 0x000001C162204940>
36.0,0.0,91386,<entities.processor.Processor object at 0x000001C16222DB80>,<entities.dtn.DTN object at 0x000001C162204940>
37.0,0.0,91386,<entities.processor.Processor object at 0x000001C16222DB80>,<entities.dtn.DTN object at 0x000001C162204940>
38.0,0.0,91386,<entities.processor.Processor object at 0x000001C16222DB80>,<entities.dtn.DTN object at 0x000001C162204940>
38.0,0.0,64672,<entities.processor.Processor object at 0x000001C162204910>,<entities.dtn.DTN object at 0x000001C162204940>
38.5,0.0,78797,<entities.processor.Processor object at 0x000001C16221C2B0>,<entities.dtn.DTN object at 0x000001C162204940>
39.5,0.0,78797,<entities.processor.Processor object at 0x000001C16221C2B0>,<entities.dtn.DTN object at 0x000001C162204940>
38.83702000000051,0.0,37295,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D8E0>
39.83702000000051,0.0,37295,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D8E0>
40.83702000000051,0.0,37295,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D8E0>
41.83702000000051,0.0,37295,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D8E0>
42.83702000000051,0.0,37295,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D8E0>
43.83702000000051,18.0,37295,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D8E0>
44.83702000000051,0.0,37295,<entities.dtn.DTN object at 0x000001C162204940>,<entities.processor.Processor object at 0x000001C16222D8E0>
