job_times,data_arrival_times
4.556249999999999,9.628049999999885
2.6912500000000037,12.311099999999989
5.683750000000003,2.154650000000103
4.162499999999994,1.735050000000271
4.263750000000002,6.721149999999781
3.051249999999996,1.8196499999993279
3.614999999999995,11.745349999998055
3.6825000000000045,4.504799999997317
3.386250000000004,3.84019999999677
5.344999999999999,9.585299999999933
2.0162500000000136,4.3487000000016565
4.181250000000006,1.9718500000049346
3.4124999999999943,1.8862000000075625
2.0912500000000023,2.169400000009432
