time_bin_mid,Queue_1_avg_load,Queue_2_avg_load,Queue_3_avg_load,Queue_4_avg_load,Queue_5_avg_load
0.5,0.0,0.0,0.0,0.0,0.0
1.5,0.0,0.0,0.0,2.466666666666667,0.0
2.5,0.0,0.0,0.0,26.693430656934307,0.0
3.5,0.0,0.0,0.0,0.08333333333333333,0.0
4.5,0.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0,20.07035175879397
6.5,0.0,0.0,0.0,0.0,58.43205574912892
7.5,0.0,0.0,0.0,0.0,15.3375
8.5,0.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0,0.0
10.5,0.0,0.0,0.0,0.0,0.0
11.5,0.0,0.0,0.0,0.0,0.0
12.5,0.0,0.0,0.0,0.0,0.0
13.5,0.0,0.0,0.0,0.0,0.0
14.5,0.0,0.0,0.0,0.0,3.016949152542373
15.5,0.0,0.0,0.0,0.0,46.194117647058825
16.5,0.0,0.0,0.0,0.0,19.18274111675127
17.5,0.0,0.0,0.0,27.573643410852714,8.813253012048193
18.5,0.0,0.0,0.0,58.94074074074074,0.0
19.5,0.0,0.0,0.0,12.885714285714286,0.0
20.5,0.0,0.0,0.0,8.594202898550725,0.0
21.5,0.0,0.0,0.0,0.0,0.0
22.5,0.0,0.0,0.0,0.0,0.0
23.5,0.0,0.0,0.0,0.0,0.5555555555555556
24.5,0.0,0.0,0.0,0.0,0.7711267605633803
25.5,0.0,0.0,0.0,0.0,4.697841726618705
26.5,0.0,0.0,0.0,0.0,0.6655518394648829
27.5,0.0,0.0,0.0,0.0,0.5490196078431373
28.5,0.0,0.0,0.0,21.788732394366196,0.0
29.5,0.0,0.0,0.0,34.43975903614458,0.0
30.5,0.0,0.0,0.0,0.0,0.0
31.5,0.0,0.0,0.0,0.0,0.0
32.5,0.0,0.0,0.0,0.651685393258427,0.0
33.5,0.0,0.0,0.0,2.1007194244604315,0.0
34.5,0.0,0.0,0.0,8.456,1.2407407407407407
35.5,0.0,0.0,0.0,0.7421052631578947,1.2727272727272727
36.5,0.0,0.0,0.0,8.26126126126126,0.6597510373443983
37.5,0.0,0.0,0.0,0.0,2.4130434782608696
38.5,0.0,0.0,0.0,0.0,16.481927710843372
39.5,0.0,0.0,0.0,0.0,0.0
40.5,0.0,0.0,0.0,0.0,0.0
41.5,0.0,0.0,0.0,0.0,0.0
42.5,0.0,0.0,0.0,0.0,0.0
43.5,0.0,0.0,0.0,0.0,0.0
44.5,0.0,0.0,0.0,0.0,0.0
45.5,0.0,0.0,0.0,0.0,0.0
46.5,0.0,0.0,0.0,0.0,0.0
47.5,0.0,0.0,0.0,0.0,0.0
48.5,0.0,0.0,0.0,0.0,1.1875
49.5,0.0,0.0,0.0,0.0,1.4242424242424243
50.5,0.0,0.0,0.0,0.5,0.6464088397790055
51.5,0.0,0.0,0.0,3.467032967032967,0.0
52.5,0.0,0.0,0.0,0.0,1.0769230769230769
