processor_ids,avg_processing_times,avg_data_arrival_times
18,4.432833333333333,1.7127249999978653
19,4.4700000000000015,1.7241909090885372
20,3.3676363636363633,2.46209090908888
21,4.4615151515151545,4.0391545454515585
22,3.156969696969698,4.389145454542376
23,3.3581818181818175,3.6299272727236427
24,3.9917857142857147,3.9892714285727267
25,4.602499999999999,2.634900000000001
26,4.048173076923078,4.134807692310518
