job_times,data_arrival_times
3.1875,3.3027499999999286
4.605,4.093099999999975
4.32,5.794350000000193
4.7862499999999955,8.084400000000329
5.022499999999994,2.7066999999997563
5.487499999999997,4.204699999998894
4.159999999999997,4.208999999998184
3.3400000000000034,1.9227999999973804
4.3612500000000125,2.2448499999966742
3.0149999999999864,3.468849999999719
2.0175000000000125,3.306300000003205
3.0250000000000057,1.6841500000052747
3.148750000000007,5.010200000008069
5.408749999999998,5.8176500000105875
