time_bin,duration,time_bin_mid
"[0, 1)",0.0,0.5
"[2, 3)",0.006059999999999954,2.5
"[5, 6)",0.007480000000000153,5.5
"[8, 9)",1.581719999999999,8.5
"[9, 10)",2.201614999999993,9.5
"[12, 13)",0.0042200000000001125,12.5
"[13, 14)",4.371290000000318,13.5
"[15, 16)",0.0,15.5
"[16, 17)",0.0,16.5
"[17, 18)",0.0,17.5
"[19, 20)",0.0,19.5
"[20, 21)",1.9360125000004516,20.5
"[26, 27)",1.5048075000003571,26.5
"[28, 29)",0.0037999999999982492,28.5
"[29, 30)",2.6928650000000047,29.5
"[30, 31)",0.0,30.5
"[32, 33)",0.0,32.5
"[34, 35)",1.0693600000000352,34.5
"[35, 36)",1.801670000000108,35.5
"[36, 37)",2.8708299999999625,36.5
"[37, 38)",0.0,37.5
"[40, 41)",0.005639999999999645,40.5
"[41, 42)",0.010159999999999059,41.5
"[44, 45)",0.0,44.5
"[47, 48)",1.6505899999916522,47.5
"[48, 49)",0.0,48.5
"[49, 50)",1.08958999999912,49.5
"[51, 52)",1.184045000000026,51.5
"[52, 53)",0.5167825000000015,52.5
"[56, 57)",0.005419999999997316,56.5
"[58, 59)",2.7598249999978464,58.5
"[60, 61)",0.0,60.5
"[61, 62)",0.0,61.5
"[63, 64)",0.0,63.5
"[64, 65)",1.013499999997478,64.5
"[65, 66)",0.0,65.5
"[66, 67)",1.3897549999999654,66.5
"[70, 71)",0.0,70.5
"[71, 72)",0.0,71.5
"[75, 76)",0.007199999999997431,75.5
"[77, 78)",0.0027400000000028513,77.5
"[79, 80)",1.0850199999975914,79.5
"[81, 82)",1.56611999999996,81.5
"[86, 87)",0.8124225000000393,86.5
"[87, 88)",0.0,87.5
"[88, 89)",0.0,88.5
"[90, 91)",0.0,90.5
"[91, 92)",0.009240000000005466,91.5
"[94, 95)",0.0016400000000018622,94.5
"[96, 97)",0.0,96.5
"[99, 100)",0.0,99.5
"[100, 101)",3.6644225000027006,100.5
"[103, 104)",0.0061199999999956844,103.5
"[104, 105)",2.9494150000002435,104.5
"[108, 109)",0.0,108.5
"[110, 111)",1.8650150000009944,110.5
"[112, 113)",0.0,112.5
"[113, 114)",0.0,113.5
"[116, 117)",0.0,116.5
"[118, 119)",0.9865250000001424,118.5
"[120, 121)",1.7880150000022468,120.5
"[121, 122)",0.0026799999999980173,121.5
"[122, 123)",0.003720000000001278,122.5
"[123, 124)",0.0,123.5
"[124, 125)",0.0,124.5
"[125, 126)",0.7917649999995504,125.5
"[126, 127)",0.007080000000001974,126.5
"[127, 128)",0.0,127.5
"[128, 129)",0.0,128.5
"[129, 130)",0.003359999999986485,129.5
"[130, 131)",1.401849999999257,130.5
"[136, 137)",0.002600000000001046,136.5
"[137, 138)",2.6295950000020696,137.5
"[138, 139)",0.0,138.5
"[141, 142)",0.7498224999999366,141.5
"[142, 143)",2.2012149999998627,142.5
"[147, 148)",0.007640000000009195,147.5
"[149, 150)",0.0,149.5
"[151, 152)",0.8403525000001792,151.5
"[152, 153)",1.8986450000004993,152.5
"[154, 155)",2.523475000001298,154.5
"[156, 157)",4.142015000000555,156.5
"[158, 159)",0.0,158.5
"[162, 163)",1.7821224999576941,162.5
"[166, 167)",0.0,166.5
"[167, 168)",0.0,167.5
"[170, 171)",0.0,170.5
"[171, 172)",0.0,171.5
"[173, 174)",0.013759999999990669,173.5
"[174, 175)",2.229884999997907,174.5
"[180, 181)",2.0800750000003916,180.5
"[182, 183)",0.0,182.5
"[183, 184)",0.0018799999999998818,183.5
"[184, 185)",4.389914999997558,184.5
"[185, 186)",0.0,185.5
"[187, 188)",2.211039999993318,187.5
"[189, 190)",0.0,189.5
"[194, 195)",2.6556000000003053,194.5
"[196, 197)",1.401904999978484,196.5
"[197, 198)",0.0,197.5
"[198, 199)",0.006120000000009895,198.5
"[199, 200)",0.0,199.5
