time_bin_mid,Queue_1_avg_load,Queue_2_avg_load,Queue_3_avg_load,Queue_4_avg_load,Queue_5_avg_load
0.5,0.0,0.0,0.0,0.0,0.0
1.5,0.0,0.0,0.0,0.0,0.5263157894736842
2.5,0.0,0.0,0.0,0.0,0.6643109540636042
3.5,0.0,0.0,0.0,0.0,0.0
4.5,0.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.5263157894736842,0.0
7.5,0.0,0.0,0.0,0.7025862068965517,0.0
8.5,0.0,0.0,0.0,38.826470588235296,0.0
9.5,0.0,0.0,0.0,53.796,0.0
10.5,0.0,0.0,0.0,5.404761904761905,0.0
11.5,0.0,0.0,0.0,4.049180327868853,0.0
12.5,0.0,0.0,0.0,12.692307692307692,0.0
13.5,0.0,0.0,0.0,0.0,0.0
14.5,0.0,0.0,0.0,0.0,0.0
15.5,0.0,0.0,0.0,0.0,0.0
16.5,0.0,0.0,0.0,0.0,0.0
17.5,0.0,0.0,0.0,0.0,1.5918367346938775
18.5,0.0,0.0,0.0,0.0,1.1366666666666667
19.5,0.0,0.0,0.0,0.0,0.6176470588235294
20.5,0.0,0.0,0.0,0.0,0.0
21.5,0.0,0.0,0.0,0.0,1.6111111111111112
22.5,0.0,0.0,0.0,2.824561403508772,43.603305785123965
23.5,0.0,0.0,0.0,45.30397727272727,58.708
24.5,0.0,0.0,0.0,36.77401129943503,32.31228070175439
25.5,0.0,0.0,0.0,5.592885375494071,1.8888888888888888
26.5,0.0,0.0,0.0,18.832278481012658,0.0
27.5,0.0,0.0,0.0,52.9811320754717,0.0
28.5,0.0,0.0,0.0,23.663636363636364,0.0
29.5,0.0,0.0,0.0,0.0,2.0
30.5,0.0,0.0,0.0,0.0,43.89295774647887
31.5,0.0,0.0,0.0,23.515418502202643,56.08015267175573
32.5,0.0,0.0,0.0,38.005405405405405,10.46951219512195
33.5,0.0,0.0,0.0,0.0,0.0
34.5,0.0,0.0,0.0,0.0,13.24468085106383
35.5,0.0,0.0,0.0,0.0,0.6717948717948717
36.5,0.0,0.0,0.0,0.0,0.6655518394648829
37.5,0.0,0.0,0.0,0.16666666666666666,1.4545454545454546
