time_bin_mid,Queue_1_avg_load,Queue_2_avg_load,Queue_3_avg_load,Queue_4_avg_load,Queue_5_avg_load
0.5,0.0,0.0,0.0,0.0,0.0
1.5,0.0,0.0,0.0,0.0,0.0
2.5,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.0,0.0,0.0,0.0
4.5,0.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0,1.5592105263157894
6.5,0.0,0.0,0.0,2.466666666666667,0.745819397993311
7.5,0.0,0.0,0.0,20.026785714285715,0.6260869565217392
8.5,0.0,0.0,0.0,1.404332129963899,0.0
9.5,0.0,0.0,0.0,0.6655518394648829,0.0
10.5,0.0,0.0,0.0,0.5614035087719298,0.0
11.5,0.0,0.0,0.0,0.56,0.0
12.5,0.0,0.0,0.0,0.6260869565217392,0.0
13.5,0.0,0.0,0.0,0.0,0.0
14.5,0.0,0.0,0.0,0.0,1.1875
15.5,0.0,0.0,0.0,0.0,1.3456375838926173
16.5,0.0,0.0,0.0,0.0,5.758741258741258
17.5,0.0,0.0,0.0,0.0,18.907692307692308
18.5,0.0,0.0,0.0,0.0,0.0
19.5,0.0,0.0,0.0,0.0,3.418181818181818
20.5,0.0,0.0,0.0,0.0,47.14655172413793
21.5,0.0,0.0,0.0,0.5238095238095238,27.864
22.5,0.0,0.0,0.0,1.664406779661017,0.0
23.5,0.0,0.0,0.0,1.0173611111111112,0.0
24.5,0.0,0.0,0.0,0.0,1.5754189944134078
25.5,0.0,0.0,0.0,0.0,1.1070234113712374
26.5,0.0,0.0,0.0,0.0,0.6213592233009708
27.5,0.0,0.0,0.0,0.0,0.0
28.5,0.0,0.0,0.0,0.0,3.28
29.5,0.0,0.0,0.0,0.0,3.3636363636363638
30.5,0.0,0.0,0.0,0.0,2.6655518394648827
31.5,0.0,0.0,0.0,0.0,2.1422764227642275
32.5,0.0,0.0,0.0,0.0,0.0
33.5,0.0,0.0,0.0,0.0,0.0
34.5,0.0,0.0,0.0,0.0,0.0
35.5,0.0,0.0,0.0,0.0,0.0
36.5,0.0,0.0,0.0,0.0,0.0
37.5,0.0,0.0,0.0,0.0,0.0
38.5,0.0,0.0,0.0,0.0,0.0
39.5,0.0,0.0,0.0,0.6433566433566433,0.0
40.5,0.0,0.0,0.0,0.0,0.0
41.5,0.0,0.0,0.0,0.0,0.0
42.5,0.0,0.0,0.0,0.0,0.0
43.5,0.0,0.0,0.0,0.0,0.0
44.5,0.0,0.0,0.0,0.0,0.0
45.5,0.0,0.0,0.0,0.8709677419354839,0.0
46.5,0.0,0.0,0.0,1.2893772893772895,0.0
47.5,0.0,0.0,0.0,0.0,0.0
48.5,0.0,0.0,0.0,5.387755102040816,0.0
49.5,0.0,0.0,0.0,11.004291845493562,0.0
50.5,0.0,0.0,0.0,1.6666666666666667,0.0
51.5,0.0,0.0,0.0,3.125,0.5
52.5,0.0,0.0,0.0,6.3561643835616435,4.059859154929577
53.5,0.0,0.0,0.0,0.0,12.182410423452769
54.5,0.0,0.0,0.0,0.0,39.193820224719104
55.5,0.0,0.0,0.0,0.0,77.59398496240601
56.5,0.0,0.0,0.0,29.442748091603054,15.892156862745098
57.5,0.0,0.0,0.0,70.76845637583892,41.98295454545455
58.5,0.0,0.0,0.0,29.358778625954198,60.3
59.5,0.0,0.0,0.0,0.0,4.95
60.5,0.0,0.0,0.0,0.0,0.0
61.5,0.0,0.0,0.0,0.0,0.0
62.5,0.0,0.0,0.0,0.0,0.0
63.5,0.0,0.0,0.0,0.0,0.0
64.5,0.0,0.0,0.0,13.778260869565218,0.0
65.5,0.0,0.0,0.0,47.058461538461536,0.0
66.5,0.0,0.0,0.0,36.6125,0.47368421052631576
67.5,0.0,0.0,0.0,1.9369747899159664,7.715189873417722
68.5,0.0,0.0,0.0,1.665551839464883,0.08333333333333333
69.5,0.0,0.0,0.0,1.1605839416058394,0.0
70.5,0.0,0.0,0.0,1.1833333333333333,0.0
71.5,0.0,0.0,0.0,0.0,0.0
72.5,0.0,0.0,0.0,0.0,0.0
73.5,0.0,0.0,0.0,1.2950819672131149,0.0
74.5,0.0,0.0,0.0,1.5669291338582678,0.0
75.5,0.0,0.0,0.0,0.0,0.0
76.5,0.0,0.0,0.0,0.0,0.0
77.5,0.0,0.0,0.0,0.0,0.0
78.5,0.0,0.0,0.0,0.0,0.0
79.5,0.0,0.0,0.0,0.0,0.0
80.5,0.0,0.0,0.0,0.0,0.0
81.5,0.0,0.0,0.0,0.0,0.0
82.5,0.0,0.0,0.0,0.0,0.0
83.5,0.0,0.0,0.0,0.0,0.0
84.5,0.0,0.0,0.0,1.5777777777777777,0.0
85.5,0.0,0.0,0.0,1.6505576208178439,0.0
86.5,0.0,0.0,0.0,0.0,0.0
87.5,0.0,0.0,0.0,0.0,0.0
88.5,0.0,0.0,0.0,0.0,0.0
89.5,0.0,0.0,0.0,0.0,0.0
90.5,0.0,0.0,0.0,0.0,1.3125
91.5,0.0,0.0,0.0,0.0,1.6666666666666667
92.5,0.0,0.0,0.0,0.0,1.4247491638795986
93.5,0.0,0.0,0.0,0.0,1.2857142857142858
94.5,0.0,0.0,0.0,0.0,1.6666666666666667
95.5,0.0,0.0,0.0,0.0,1.0040160642570282
96.5,0.0,0.0,0.0,1.0263157894736843,27.98688524590164
97.5,0.0,0.0,0.0,1.6305220883534137,19.48421052631579
98.5,0.0,0.0,0.0,1.623931623931624,1.1923076923076923
99.5,0.0,0.0,0.0,0.7619047619047619,44.79946524064171
100.5,0.0,0.0,0.0,0.0,50.99547511312217
101.5,0.0,0.0,0.0,0.0,8.691943127962086
102.5,0.0,0.0,0.0,0.0,1.5454545454545454
103.5,0.0,0.0,0.0,0.0,0.6216216216216216
104.5,0.0,0.0,0.0,0.0,0.0
105.5,0.0,0.0,0.0,0.0,0.0
106.5,0.0,0.0,0.0,0.0,0.0
107.5,0.0,0.0,0.0,0.0,0.0
108.5,0.0,0.0,0.0,6.739837398373984,0.0
109.5,0.0,0.0,0.0,36.62,0.0
110.5,0.0,0.0,0.0,4.589743589743589,0.0
111.5,0.0,0.0,0.0,1.064516129032258,0.0
112.5,0.0,0.0,0.0,2.6323529411764706,0.0
113.5,0.0,0.0,0.0,2.0965517241379312,0.0
114.5,0.0,0.0,0.0,0.0,0.0
115.5,0.0,0.0,0.0,0.0,0.0
116.5,0.0,0.0,0.0,0.0,0.0
117.5,0.0,0.0,0.0,0.0,0.0
118.5,0.0,0.0,0.0,5.876106194690266,0.0
119.5,0.0,0.0,0.0,39.032467532467535,0.0
120.5,0.0,0.0,0.0,8.836363636363636,0.0
121.5,0.0,0.0,0.0,0.0,0.0
122.5,0.0,0.0,0.0,0.0,0.0
