Site,Category,Total Jobs,Completed Jobs,Average Completion Time,Average Waiting Time
2,0,34,33,5.072363636363633,0.27903918522196575
2,1,35,35,6.087904761904767,0.26441106279112264
2,2,36,34,6.780588235294123,0.31288934738042784
