Site,Category,Total Jobs,Completed Jobs,Average Completion Time,Average Waiting Time
1,0,41,40,5.870399999999994,0.22379320269481523
1,1,37,34,7.690980392156867,0.25968407632521423
1,2,29,28,6.0631696428571455,0.2626789572627747
