time_bin_mid,avg_wait_time
5.5,0.06435689655171424
6.5,0.06759709999997265
7.5,0.25343204999995367
8.5,0.22873112068961243
9.5,0.09214636363637912
10.5,0.08744784946236513
12.5,0.054572500000046986
13.5,0.05888311764711768
18.5,0.05747625000003102
22.5,0.05209797619048219
23.5,0.2922958999999798
24.5,0.7290147979798516
25.5,0.7437741176471779
26.5,0.12703705882358904
29.5,0.07007312500009766
30.5,0.07143551724139723
31.5,0.05568000000006551
32.5,0.05351447368421067
33.5,0.08670799999991284
34.5,0.016644999999932963
37.5,0.03241272727273477
38.5,0.029332700000081785
39.5,0.024305499999994585
40.5,0.19275101123582628
41.5,0.49314721153827396
46.5,0.06533812499987945
47.5,0.07245825842699903
48.5,0.04844016129026768
49.5,0.03682678571422317
50.5,0.014227422680368789
51.5,0.054656818181690554
52.5,0.05009511904749126
53.5,0.05287543103444416
54.5,0.07912499999990388
58.5,0.07810764705848824
59.5,0.10418338383817914
60.5,0.30107249999966257
61.5,0.6045279012341778
62.5,0.1537063235291169
63.5,0.5227839285710464
64.5,0.34705572463720874
65.5,0.13091799999927745
66.5,0.216777299999535
67.5,0.16888792134808595
68.5,0.07129710144904365
69.5,0.029047894736183515
70.5,0.06597949999939866
71.5,0.0585474999995057
72.5,0.07321090909060243
73.5,0.06103249999485172
74.5,0.030909999999034352
75.5,0.07902802631472683
76.5,0.06978586206777444
77.5,0.033060749998553796
78.5,0.06121005555410967
79.5,0.012663260868339668
87.5,0.07377000000026257
88.5,0.02718249999913998
89.5,0.08782933823352224
90.5,0.45807969999784687
91.5,0.9550791999980167
92.5,0.8537515254215493
93.5,0.05685749999762635
94.5,0.014367457626017611
95.5,0.0685449397582437
96.5,0.004360357142112089
97.5,0.04855221428495225
98.5,0.004399705881585447
99.5,0.01817066666594987
100.5,0.009456969696150183
101.5,0.0147897619039786
103.5,0.07760535714209535
104.5,0.056337073169987595
105.5,0.2718610714279672
106.5,0.6166064499994873
107.5,0.3582842929282596
108.5,0.13337166666491126
109.5,0.10920959459297679
110.5,0.06597833333169707
111.5,0.04112937499828995
112.5,0.10520429999924914
113.5,0.45622560606012436
114.5,0.60404476190438
115.5,0.06652999999928966
125.5,0.05467499999974024
126.5,0.05861731707085067
127.5,0.24186944444205202
128.5,0.549270999997753
129.5,0.7035282828261752
130.5,0.4399986585341498
131.5,0.052947872338333285
132.5,0.06634374999792954
133.5,0.03781969512006009
134.5,0.11716595744438084
135.5,0.06663874999727426
136.5,0.05909999999673232
137.5,0.04428961538188393
138.5,0.16396131578686154
139.5,0.10593383333064992
140.5,0.08932999999742038
141.5,0.06337525861821963
142.5,0.2741504999981254
143.5,0.7679009693854421
144.5,1.0351948901076886
145.5,0.11995141025462558
146.5,0.06521263888665471
147.5,0.028802499997732413
148.5,0.07308820312328912
149.5,0.22212373737193333
150.5,0.5693621212100005
151.5,0.6530768354408302
152.5,0.09437679775145896
153.5,0.08491368686723644
154.5,0.03990029999867261
155.5,0.0266780769211954
156.5,0.05248349999776849
157.5,0.021650847456142448
158.5,0.058815666665021304
159.5,0.10704095505397504
160.5,0.3744618181792826
161.5,0.17028567415481322
162.5,0.11716194444234734
163.5,0.10917041236963261
164.5,0.5224491999985125
165.5,0.9857430303010732
166.5,0.5246368533239962
167.5,0.1684534300475797
168.5,0.07587406249791151
169.5,0.08541079709906448
170.5,0.0840898333306877
171.5,0.05366114034812024
172.5,0.04426388888632215
173.5,0.1386037894717381
174.5,0.5264490306091194
175.5,1.0073762626242946
176.5,1.339704848482812
177.5,1.348421464644102
178.5,0.259648670884451
179.5,0.08163939999902368
180.5,0.263356399999264
181.5,0.28475051281898
182.5,0.05260339622450181
183.5,0.06579325842532432
184.5,0.0718176119386093
185.5,0.34334282828106266
186.5,0.7576461616141777
187.5,0.933936161613974
188.5,0.7584146364852329
189.5,0.22986938888717248
190.5,0.10803157303259087
191.5,0.49640515151382986
192.5,0.929623049998659
193.5,0.8503383838366431
194.5,0.2930708080788589
195.5,0.1291387373722521
196.5,0.3713212999990387
197.5,0.622557626261666
198.5,0.7807701999984163
199.5,0.35147474226624603
