time_bin,goodput,time_bin_mid
"[6, 7)",0.0,6.5
"[7, 8)",34.5,7.5
"[8, 9)",42.75,8.5
"[13, 14)",0.0,13.5
"[19, 20)",0.0,19.5
"[23, 24)",21.75,23.5
"[24, 25)",57.0,24.5
"[25, 26)",81.5,25.5
"[26, 27)",84.0,26.5
"[30, 31)",0.0,30.5
"[32, 33)",0.0,32.5
"[34, 35)",51.0,34.5
"[42, 43)",0.0,42.5
"[44, 45)",88.5,44.5
"[45, 46)",150.0,45.5
"[46, 47)",33.5,46.5
"[49, 50)",83.0,49.5
"[55, 56)",88.5,55.5
"[56, 57)",10.5,56.5
"[57, 58)",88.5,57.5
"[58, 59)",75.75,58.5
"[59, 60)",37.833333333333336,59.5
"[60, 61)",33.0,60.5
"[61, 62)",46.5,61.5
"[62, 63)",36.25,62.5
"[63, 64)",63.0,63.5
"[64, 65)",45.0,64.5
"[65, 66)",61.5,65.5
"[66, 67)",15.0,66.5
"[71, 72)",73.5,71.5
"[72, 73)",109.5,72.5
"[73, 74)",73.5,73.5
"[74, 75)",150.0,74.5
"[75, 76)",8.75,75.5
"[82, 83)",0.0,82.5
"[84, 85)",16.5,84.5
"[85, 86)",49.0,85.5
"[86, 87)",73.5,86.5
"[87, 88)",139.5,87.5
"[88, 89)",23.0,88.5
"[90, 91)",73.5,90.5
"[91, 92)",150.0,91.5
"[92, 93)",41.0,92.5
"[93, 94)",150.0,93.5
"[94, 95)",10.5,94.5
"[99, 100)",0.0,99.5
"[102, 103)",0.0,102.5
"[107, 108)",0.0,107.5
"[108, 109)",22.5,108.5
"[109, 110)",81.0,109.5
"[110, 111)",57.5,110.5
"[112, 113)",0.0,112.5
"[113, 114)",43.5,113.5
"[114, 115)",52.5,114.5
"[115, 116)",34.5,115.5
"[116, 117)",0.0,116.5
"[118, 119)",72.0,118.5
"[119, 120)",69.25,119.5
"[120, 121)",60.0,120.5
"[121, 122)",90.5,121.5
"[126, 127)",72.0,126.5
"[128, 129)",0.0,128.5
"[129, 130)",0.0,129.5
"[131, 132)",0.0,131.5
"[134, 135)",58.5,134.5
"[135, 136)",71.5,135.5
"[141, 142)",49.5,141.5
"[142, 143)",37.5,142.5
"[143, 144)",75.0,143.5
"[144, 145)",0.5,144.5
"[149, 150)",0.0,149.5
"[152, 153)",42.0,152.5
"[153, 154)",46.5,153.5
"[154, 155)",56.0,154.5
"[155, 156)",50.5,155.5
"[156, 157)",41.166666666666664,156.5
"[157, 158)",45.0,157.5
"[158, 159)",54.5,158.5
"[159, 160)",60.0,159.5
"[160, 161)",33.75,160.5
"[161, 162)",101.5,161.5
"[171, 172)",0.0,171.5
"[174, 175)",36.75,174.5
"[175, 176)",130.5,175.5
"[179, 180)",0.0,179.5
"[183, 184)",0.0,183.5
"[185, 186)",55.5,185.5
"[186, 187)",75.0,186.5
"[187, 188)",74.5,187.5
"[188, 189)",0.0,188.5
"[189, 190)",23.25,189.5
"[190, 191)",11.5,190.5
"[191, 192)",0.0,191.5
"[192, 193)",0.0,192.5
"[193, 194)",1.5,193.5
"[194, 195)",21.0,194.5
"[195, 196)",42.0,195.5
"[196, 197)",39.0,196.5
"[197, 198)",13.25,197.5
