waiting_times,completion_times,total_completion_time,mid_points
0.2678031552900375,7.4025,7.670303155290037,6.5
0.48427429242380526,6.787500000000001,7.271774292423807,19.5
0.3473072583259693,5.417500000000004,5.764807258325973,36.5
0.1051165779688148,6.405000000000001,6.510116577968816,40.5
0.07059403543313891,6.552500000000002,6.623094035433141,46.5
0.1640934816309354,4.458750000000009,4.6228434816309445,54.5
5.193614561441457,6.102500000000006,11.296114561441463,61.5
2.3251721323478804,5.6825000000000045,8.007672132347885,62.5
0.10117001145879101,3.793750000000003,3.894920011458794,67.5
0.23211063676801302,6.633750000000006,6.865860636768019,75.5
0.14065793157519124,5.290000000000006,5.4306579315751975,78.5
0.40621891135077703,5.507231405607101,5.913450316957878,81.5
0.032901522845691034,4.981250000000003,5.014151522845694,90.5
0.052127357459966106,5.961250000000007,6.013377357459973,92.5
0.32844966438483425,3.2075000000000102,3.5359496643848445,94.5
0.22716426101061415,4.503749999999997,4.730914261010611,96.5
0.13626899770081025,4.975106698913407,5.111375696614218,97.5
0.3495560133680158,4.338595824421077,4.688151837789093,102.5
0.4870557682825165,4.60245058623812,5.089506354520637,115.5
0.28133220369933554,3.4348458244210747,3.71617802812041,123.5
0.3695997072224486,3.763799413761859,4.133399120984308,130.5
0.008683104192840574,5.487345824421084,5.496028928613924,132.5
0.9746228087870037,6.6649229122105424,7.639545720997546,146.5
3.107353450474335,3.767345824421085,6.87469927489542,162.5
