time_bin_mid,Router_0_avg_load,Router_1_avg_load,Router_2_avg_load
0.5,54.12985179957657,0.0,0.0
1.5,55.98144712430427,0.0,0.0
2.5,0.0,0.0,0.0
3.5,52.65425831923294,0.0,0.0
4.5,0.15384615384615385,0.0,0.0
5.5,46.66200657894737,0.0,0.0
6.5,0.15384615384615385,0.0,48.046918767507
7.5,0.0,0.0,0.15384615384615385
8.5,17.941176470588236,0.0,0.0
9.5,0.0,0.0,0.0
10.5,0.0,0.0,0.0
11.5,46.757552870090635,0.0,0.0
12.5,42.61254612546126,0.0,0.0
13.5,0.15384615384615385,0.0,0.0
14.5,0.0,0.0,0.0
15.5,0.0,54.80820512820513,0.0
16.5,45.57439446366782,0.0,0.0
17.5,0.0,0.0,0.0
18.5,0.0,0.0,0.0
19.5,0.0,0.0,52.97706171490989
20.5,37.25806451612903,0.0,0.15384615384615385
21.5,0.15384615384615385,0.0,0.0
22.5,0.0,0.0,0.0
23.5,0.0,60.64280031821798,0.0
24.5,0.0,0.0,0.0
25.5,0.0,0.0,0.0
26.5,0.0,60.88313725490196,0.0
27.5,46.79289493575208,0.0,0.0
28.5,0.0,0.0,0.0
29.5,53.366288492706644,0.0,0.0
30.5,0.15384615384615385,0.0,0.0
31.5,0.0,60.53394355453852,0.0
32.5,0.0,0.0,0.0
33.5,0.0,52.386946386946384,0.0
34.5,0.0,0.15384615384615385,0.0
35.5,0.0,0.0,0.0
36.5,0.0,0.0,62.68916155419223
37.5,0.0,0.0,0.0
38.5,52.65259348612786,0.0,0.0
39.5,0.15384615384615385,0.0,0.0
40.5,0.0,0.0,57.02644003777148
41.5,0.0,0.0,0.15384615384615385
42.5,55.531882591093115,0.0,0.0
43.5,0.15384615384615385,0.0,0.0
44.5,0.0,50.717250324254216,0.0
45.5,0.0,0.15384615384615385,0.0
46.5,0.0,0.0,48.24358084663428
47.5,0.0,0.0,0.15384615384615385
48.5,52.94745575221239,0.0,0.0
49.5,0.15384615384615385,0.0,0.0
50.5,0.0,55.52088575742325,0.0
51.5,0.0,0.15384615384615385,0.0
52.5,0.0,52.49400479616307,0.0
53.5,0.0,0.15384615384615385,0.0
54.5,0.0,0.0,60.9247660187185
55.5,0.0,0.0,0.15384615384615385
56.5,0.0,0.0,0.0
57.5,0.0,0.0,0.0
58.5,46.97848664688427,0.0,0.0
59.5,0.15384615384615385,0.0,0.0
60.5,0.0,0.0,0.0
61.5,0.0,0.0,66.77614379084967
62.5,0.0,0.0,0.21428571428571427
63.5,18.13963963963964,0.0,52.47667804323095
64.5,0.15384615384615385,0.0,0.0
65.5,0.0,0.0,0.0
66.5,0.0,45.49568221070812,0.0
67.5,0.0,0.0,60.53394355453852
68.5,0.0,0.0,0.0
69.5,0.0,36.7451205510907,0.0
70.5,0.0,0.15384615384615385,0.0
71.5,18.08466819221968,0.0,0.0
72.5,0.0,0.0,0.0
73.5,48.71291208791209,0.0,0.0
74.5,0.0,0.0,0.0
75.5,20.275728155339806,0.0,21.564556962025318
76.5,0.15384615384615385,0.0,69.5102628736046
77.5,0.0,0.0,0.0
78.5,0.0,0.0,64.03247549019608
79.5,0.0,0.0,0.15384615384615385
80.5,0.0,0.0,0.0
81.5,0.0,0.0,52.49428743235117
82.5,0.0,0.0,0.15384615384615385
83.5,0.0,0.0,0.0
84.5,15.642076502732241,120.77545271629779,0.0
85.5,0.15384615384615385,0.15384615384615385,0.0
86.5,0.0,36.4251497005988,0.0
87.5,0.0,0.0,0.0
