time_bin,cwnd,time_bin_mid
"[1, 2)",15.0,1.5
"[2, 3)",58.0233527698513,2.5
"[3, 4)",65.75589798863432,3.5
"[4, 5)",67.2448421221681,4.5
"[5, 6)",68.70151241783087,5.5
"[6, 7)",70.13502759033264,6.5
"[7, 8)",71.53986135782216,7.5
"[8, 9)",72.91074471013528,8.5
"[9, 10)",74.25631625215091,9.5
"[10, 11)",75.58452548433758,10.5
"[11, 12)",76.88982595170336,11.5
"[12, 13)",78.1669130036905,12.5
"[13, 14)",79.42346275025703,13.5
"[14, 15)",80.66661874631576,14.5
"[15, 16)",81.89093185607237,15.5
"[16, 17)",83.09117140827713,16.5
"[17, 18)",84.27431521672536,17.5
"[18, 19)",85.4469126902143,18.5
"[19, 20)",86.60365798993027,19.5
"[20, 21)",83.68520064731915,20.5
"[21, 22)",54.02077242846467,21.5
"[22, 23)",40.998643373624056,22.5
