time_bin,throughput,time_bin_mid
"[1, 2)",48.0,1.5
"[2, 3)",54.0,2.5
"[3, 4)",10.5,3.5
"[9, 10)",61.5,9.5
"[10, 11)",66.5,10.5
"[11, 12)",80.25,11.5
"[12, 13)",65.75,12.5
"[14, 15)",38.25,14.5
"[15, 16)",0.0,15.5
"[16, 17)",35.25,16.5
"[17, 18)",95.0,17.5
"[18, 19)",60.25,18.5
"[19, 20)",1.5,19.5
"[20, 21)",0.0,20.5
"[21, 22)",60.75,21.5
"[22, 23)",50.3,22.5
"[23, 24)",108.0,23.5
"[24, 25)",125.25,24.5
"[25, 26)",44.0,25.5
"[27, 28)",36.75,27.5
"[28, 29)",25.5,28.5
"[31, 32)",72.0,31.5
"[32, 33)",93.16666666666667,32.5
"[33, 34)",7.5,33.5
"[34, 35)",0.0,34.5
"[36, 37)",75.75,36.5
"[37, 38)",143.66666666666666,37.5
"[38, 39)",0.0,38.5
"[39, 40)",74.5,39.5
"[40, 41)",33.375,40.5
"[41, 42)",99.5,41.5
"[42, 43)",47.8,42.5
"[43, 44)",35.166666666666664,43.5
"[44, 45)",21.666666666666668,44.5
"[45, 46)",25.0,45.5
"[46, 47)",4.75,46.5
"[47, 48)",28.5,47.5
"[53, 54)",0.0,53.5
"[54, 55)",65.25,54.5
"[55, 56)",48.75,55.5
"[56, 57)",315.0,56.5
"[57, 58)",75.5,57.5
"[58, 59)",13.2,58.5
"[59, 60)",80.25,59.5
"[60, 61)",48.357142857142854,60.5
"[61, 62)",24.625,61.5
"[62, 63)",18.214285714285715,62.5
"[63, 64)",29.75,63.5
"[64, 65)",42.5,64.5
"[65, 66)",36.375,65.5
"[66, 67)",17.916666666666668,66.5
"[67, 68)",18.0,67.5
"[68, 69)",49.5,68.5
"[69, 70)",25.166666666666668,69.5
"[70, 71)",0.0,70.5
"[71, 72)",0.0,71.5
"[72, 73)",0.0,72.5
"[73, 74)",31.5,73.5
"[74, 75)",53.875,74.5
"[75, 76)",34.285714285714285,75.5
"[76, 77)",0.0,76.5
"[77, 78)",28.125,77.5
"[78, 79)",10.0,78.5
"[79, 80)",37.5,79.5
"[80, 81)",18.6,80.5
"[81, 82)",37.75,81.5
"[82, 83)",13.5,82.5
"[83, 84)",0.0,83.5
"[84, 85)",37.875,84.5
"[85, 86)",34.0,85.5
"[86, 87)",0.0,86.5
"[87, 88)",19.0,87.5
"[88, 89)",51.0,88.5
"[89, 90)",43.666666666666664,89.5
"[90, 91)",27.416666666666668,90.5
"[91, 92)",2.0,91.5
