time_bin,goodput,time_bin_mid
"[1, 2)",39.0,1.5
"[2, 3)",9.0,2.5
"[3, 4)",10.5,3.5
"[9, 10)",42.75,9.5
"[10, 11)",21.0,10.5
"[11, 12)",33.75,11.5
"[12, 13)",38.375,12.5
"[14, 15)",38.25,14.5
"[15, 16)",0.0,15.5
"[16, 17)",21.375,16.5
"[17, 18)",35.75,17.5
"[18, 19)",40.25,18.5
"[19, 20)",0.0,19.5
"[20, 21)",0.0,20.5
"[21, 22)",42.75,21.5
"[22, 23)",29.7,22.5
"[23, 24)",18.5,23.5
"[24, 25)",86.25,24.5
"[25, 26)",36.5,25.5
"[27, 28)",34.875,27.5
"[28, 29)",7.5,28.5
"[31, 32)",42.75,31.5
"[32, 33)",40.0,32.5
"[33, 34)",4.0,33.5
"[34, 35)",0.0,34.5
"[36, 37)",42.75,36.5
"[37, 38)",30.166666666666668,37.5
"[38, 39)",0.0,38.5
"[39, 40)",51.5,39.5
"[40, 41)",15.75,40.5
"[41, 42)",41.0,41.5
"[42, 43)",19.5,42.5
"[43, 44)",5.0,43.5
"[44, 45)",21.666666666666668,44.5
"[45, 46)",21.5,45.5
"[46, 47)",0.25,46.5
"[47, 48)",23.5,47.5
"[53, 54)",0.0,53.5
"[54, 55)",36.75,54.5
"[55, 56)",13.5,55.5
"[56, 57)",0.0,56.5
"[57, 58)",14.25,57.5
"[58, 59)",4.2,58.5
"[59, 60)",21.5,59.5
"[60, 61)",16.714285714285715,60.5
"[61, 62)",21.375,61.5
"[62, 63)",15.214285714285714,62.5
"[63, 64)",20.75,63.5
"[64, 65)",21.25,64.5
"[65, 66)",33.0,65.5
"[66, 67)",11.416666666666666,66.5
"[67, 68)",7.5,67.5
"[68, 69)",19.0,68.5
"[69, 70)",23.5,69.5
"[70, 71)",0.0,70.5
"[71, 72)",0.0,71.5
"[72, 73)",0.0,72.5
"[73, 74)",21.5,73.5
"[74, 75)",20.625,74.5
"[75, 76)",28.928571428571427,75.5
"[76, 77)",0.0,76.5
"[77, 78)",16.875,77.5
"[78, 79)",10.0,78.5
"[79, 80)",21.0,79.5
"[80, 81)",8.1,80.5
"[81, 82)",20.375,81.5
"[82, 83)",12.0,82.5
"[83, 84)",0.0,83.5
"[84, 85)",21.375,84.5
"[85, 86)",10.0,85.5
"[86, 87)",0.0,86.5
"[87, 88)",0.5,87.5
"[88, 89)",27.0,88.5
"[89, 90)",19.25,89.5
"[90, 91)",19.666666666666668,90.5
"[91, 92)",0.5,91.5
"[92, 93)",1.5,92.5
"[93, 94)",0.0,93.5
"[94, 95)",21.375,94.5
"[95, 96)",4.875,95.5
"[96, 97)",0.0,96.5
"[97, 98)",0.0,97.5
"[98, 99)",30.5,98.5
"[99, 100)",17.1,99.5
"[100, 101)",0.0,100.5
"[101, 102)",0.0,101.5
"[102, 103)",24.9375,102.5
"[103, 104)",28.357142857142858,103.5
"[104, 105)",22.5,104.5
"[105, 106)",0.0,105.5
"[106, 107)",5.625,106.5
"[107, 108)",0.0,107.5
"[108, 109)",36.375,108.5
"[109, 110)",6.8,109.5
"[110, 111)",33.0,110.5
"[111, 112)",39.0,111.5
"[112, 113)",0.0,112.5
"[113, 114)",0.0,113.5
"[114, 115)",31.8,114.5
"[115, 116)",29.714285714285715,115.5
"[116, 117)",14.333333333333334,116.5
"[117, 118)",0.75,117.5
"[118, 119)",0.0,118.5
"[119, 120)",28.5,119.5
"[120, 121)",15.0,120.5
"[121, 122)",13.75,121.5
"[122, 123)",21.0,122.5
"[123, 124)",9.0,123.5
"[124, 125)",31.0,124.5
"[125, 126)",15.4,125.5
"[126, 127)",21.75,126.5
"[127, 128)",6.75,127.5
"[128, 129)",0.0,128.5
"[129, 130)",28.5,129.5
"[130, 131)",21.0,130.5
"[131, 132)",0.0,131.5
"[132, 133)",0.0,132.5
"[133, 134)",0.0,133.5
"[134, 135)",0.0,134.5
"[135, 136)",21.375,135.5
"[136, 137)",35.4,136.5
"[137, 138)",30.0,137.5
"[138, 139)",37.214285714285715,138.5
"[139, 140)",20.1,139.5
"[140, 141)",3.0,140.5
"[141, 142)",0.0,141.5
"[142, 143)",0.0,142.5
"[143, 144)",30.0,143.5
"[144, 145)",29.375,144.5
"[145, 146)",19.5,145.5
"[146, 147)",16.0,146.5
"[147, 148)",0.0,147.5
"[148, 149)",0.0,148.5
"[149, 150)",0.0,149.5
"[150, 151)",0.0,150.5
"[151, 152)",0.0,151.5
"[152, 153)",0.75,152.5
"[153, 154)",28.0,153.5
"[154, 155)",22.6875,154.5
"[155, 156)",26.833333333333332,155.5
"[156, 157)",23.3,156.5
"[157, 158)",44.0,157.5
"[158, 159)",0.0,158.5
"[159, 160)",0.0,159.5
"[160, 161)",28.5,160.5
"[161, 162)",34.5,161.5
"[162, 163)",27.5,162.5
"[163, 164)",26.25,163.5
"[164, 165)",23.5,164.5
"[165, 166)",33.75,165.5
"[166, 167)",0.0,166.5
"[167, 168)",0.0,167.5
"[168, 169)",0.0,168.5
"[169, 170)",0.0,169.5
"[170, 171)",0.0,170.5
"[171, 172)",0.75,171.5
"[172, 173)",35.5,172.5
"[173, 174)",18.857142857142858,173.5
"[174, 175)",8.7,174.5
"[175, 176)",10.5,175.5
"[176, 177)",1.1,176.5
"[177, 178)",29.428571428571427,177.5
"[178, 179)",29.5,178.5
"[179, 180)",3.5,179.5
"[180, 181)",35.7,180.5
"[181, 182)",10.5,181.5
"[182, 183)",0.0,182.5
"[183, 184)",0.0,183.5
"[184, 185)",0.0,184.5
"[185, 186)",28.0,185.5
"[186, 187)",0.0,186.5
"[187, 188)",26.25,187.5
