Site,Category,Total Jobs,Completed Jobs,Average Completion Time,Average Waiting Time
0,0,38,37,6.2760540540540575,0.28647617625064303
0,1,37,36,8.448425925925925,0.2262523185576588
0,2,33,31,9.055000000000007,0.4075175854087518
