waiting_times,completion_times,turnaround_time,mid_points
0.5,6.83,7.33,0.5
0.2937367805425959,4.414,4.707736780542596,3.5
0.22204427061836718,6.001999999999999,6.224044270618366,6.5
0.17506293312436938,4.084,4.259062933124369,17.5
0.26717228252579517,5.118000000000002,5.385172282525797,18.5
0.09569146106088411,4.193999999999999,4.289691461060883,23.5
0.45470618073654023,5.424000000000007,5.878706180736547,32.5
0.4763246390654885,6.670000000000002,7.14632463906549,34.5
0.4394452311381656,7.853999999999999,8.293445231138165,36.5
0.365389285608245,8.227999999999998,8.593389285608243,48.5
0.38786396385795996,12.472000000000008,12.859863963857968,50.5
0.49446496798879025,3.1240000000000094,3.6184649679887997,67.5
0.35572153523887096,7.958000000000013,8.313721535238884,68.5
0.02641937449385523,7.9140000000000015,7.940419374493857,69.5
0.2855434842670945,5.1580000000000155,5.44354348426711,90.5
0.32341459602778855,7.824000000000012,8.1474145960278,92.5
0.1435421754941899,7.248000000000005,7.391542175494195,94.5
0.3378738041216991,7.1980000000000075,7.535873804121707,103.5
0.08555030705110767,5.464000000000013,5.5495503070511205,106.5
0.02244099807003863,4.594000000000008,4.616440998070047,107.5
0.2830020242587352,5.2660000000000196,5.549002024258755,123.5
0.2688221332111169,5.635000000000005,5.903822133211122,126.5
0.4037036648857111,5.2660000000000196,5.669703664885731,144.5
0.05632824945161019,6.492000000000004,6.548328249451615,145.5
0.36632933558908576,4.852000000000032,5.218329335589118,165.5
0.09774047794499552,6.314999999999998,6.412740477944993,167.5
0.2813389440225791,8.304000000000002,8.585338944022581,175.5
0.043816498029912054,16.090000000000032,16.133816498029944,176.5
0.1222223590892213,4.446000000000026,4.568222359089248,193.5
