processor_ids,avg_processing_times,avg_data_arrival_times
0,4.876666666666666,1.2692833333298779
1,3.9918571428571448,1.3852227563518291
2,2.3840000000000003,1.3942600000000125
3,3.2622222222222255,1.128159999998284
4,4.397777777777776,1.1192533333343089
5,4.48095238095238,1.1330285714283213
6,3.928124999999999,1.1345275488685378
7,3.8881944444444483,1.1287129487350127
8,3.750937499999999,1.120814999976357
