waiting_times,completion_times,total_completion_times
0.2678031552900375,7.9025,8.170303155290037
0.48427429242380526,7.787500000000001,8.271774292423807
0.3473072583259693,6.917500000000004,7.264807258325973
0.1051165779688148,7.405000000000001,7.510116577968816
0.07059403543313891,7.5834814056071025,7.654075441040241
9.12061207602384,7.143749999999997,16.264362076023836
2.269375502770636,6.6825000000000045,8.95187550277064
0.0018919762744502577,4.834999999999994,4.836891976274444
0.13283260158367227,8.034731405607104,8.167564007190776
0.04137989639085049,6.413750000000007,6.455129896390858
0.26345947055934005,6.393749999999997,6.657209470559337
0.4336234876613503,8.084999999999994,8.518623487661344
0.4093679166685291,7.014731405607108,7.424099322275637
0.2291716292004935,4.2562500000000085,4.485421629200502
0.17136763143336964,5.8109814056070945,5.982349037040464
0.036990962516469494,20.211250000000035,20.248240962516505
0.2067965725765788,8.117768594392913,8.324565166969492
0.38777773309817576,9.06504941376187,9.452827146860045
0.13857276290789855,6.037499999999994,6.176072762907893
0.22684026643099742,7.955000000000041,8.181840266431038
0.45288647461561027,7.882499999999993,8.335386474615603
0.10167035732280283,4.693700586238123,4.7953709435609255
5.566050944125493,,
1.8803380032657913,,
5.722707963961511,,
1.1347424653173732,,
0.035952431554193254,,
0.19570388999321153,,
0.3030057602495333,,
0.029485584171936807,,
0.33706172368485454,,
0.028424077921897606,,
0.024945082171939248,,
