time_bin,goodput,time_bin_mid
"[1, 2)",73.5,1.5
"[6, 7)",0.0,6.5
"[7, 8)",0.0,7.5
"[8, 9)",0.0,8.5
"[9, 10)",0.0,9.5
"[10, 11)",0.0,10.5
"[11, 12)",199.375,11.5
"[12, 13)",90.66666666666667,12.5
"[13, 14)",0.0,13.5
"[14, 15)",59.5,14.5
"[17, 18)",153.5,17.5
"[19, 20)",28.0,19.5
"[21, 22)",143.0,21.5
"[22, 23)",52.0,22.5
"[23, 24)",39.333333333333336,23.5
"[26, 27)",212.0,26.5
"[27, 28)",42.5,27.5
"[28, 29)",170.5,28.5
"[30, 31)",0.0,30.5
"[31, 32)",96.0,31.5
"[32, 33)",0.0,32.5
"[33, 34)",124.0,33.5
"[36, 37)",138.0,36.5
"[40, 41)",93.0,40.5
"[41, 42)",171.5,41.5
"[42, 43)",79.8,42.5
"[44, 45)",156.0,44.5
"[48, 49)",142.5,48.5
"[50, 51)",82.25,50.5
"[51, 52)",57.0,51.5
"[53, 54)",149.0,53.5
"[59, 60)",0.0,59.5
"[61, 62)",100.5,61.5
"[62, 63)",117.0,62.5
"[63, 64)",0.0,63.5
"[64, 65)",0.0,64.5
"[65, 66)",92.0,65.5
"[66, 67)",48.75,66.5
"[69, 70)",67.5,69.5
"[70, 71)",66.5,70.5
"[75, 76)",0.0,75.5
"[76, 77)",0.0,76.5
"[77, 78)",70.875,77.5
"[78, 79)",45.416666666666664,78.5
"[82, 83)",30.75,82.5
"[83, 84)",0.0,83.5
"[84, 85)",0.0,84.5
"[85, 86)",0.0,85.5
"[86, 87)",115.4,86.5
"[87, 88)",112.0,87.5
"[88, 89)",127.5,88.5
"[90, 91)",127.0,90.5
"[92, 93)",104.0,92.5
"[93, 94)",130.0,93.5
"[95, 96)",25.0,95.5
"[96, 97)",66.5,96.5
"[99, 100)",0.0,99.5
"[100, 101)",82.0,100.5
"[102, 103)",0.0,102.5
"[104, 105)",45.5,104.5
"[105, 106)",80.5,105.5
"[106, 107)",315.0,106.5
"[107, 108)",0.0,107.5
"[109, 110)",17.666666666666668,109.5
"[110, 111)",282.5,110.5
"[112, 113)",0.0,112.5
"[113, 114)",0.0,113.5
"[114, 115)",0.0,114.5
"[115, 116)",0.0,115.5
"[116, 117)",0.0,116.5
"[117, 118)",0.0,117.5
"[118, 119)",11.0,118.5
"[119, 120)",77.0,119.5
"[120, 121)",55.25,120.5
"[121, 122)",162.0,121.5
"[122, 123)",53.0,122.5
"[124, 125)",159.0,124.5
"[126, 127)",157.5,126.5
"[127, 128)",74.5,127.5
"[128, 129)",31.0,128.5
"[129, 130)",0.0,129.5
"[130, 131)",34.875,130.5
"[131, 132)",0.0,131.5
"[132, 133)",124.5,132.5
"[133, 134)",138.5,133.5
"[135, 136)",44.0,135.5
"[140, 141)",33.0,140.5
"[142, 143)",105.33333333333333,142.5
"[144, 145)",84.5,144.5
"[145, 146)",131.5,145.5
"[146, 147)",56.0,146.5
"[148, 149)",107.5,148.5
"[149, 150)",0.0,149.5
"[151, 152)",71.0,151.5
"[152, 153)",250.0,152.5
"[155, 156)",125.5,155.5
"[156, 157)",63.0,156.5
"[158, 159)",153.25,158.5
"[162, 163)",76.5,162.5
"[165, 166)",109.5,165.5
"[166, 167)",106.0,166.5
"[170, 171)",59.0,170.5
"[171, 172)",0.0,171.5
"[172, 173)",76.0,172.5
"[174, 175)",0.0,174.5
"[175, 176)",119.66666666666667,175.5
"[179, 180)",90.33333333333333,179.5
"[180, 181)",59.0,180.5
"[181, 182)",171.0,181.5
"[182, 183)",78.5,182.5
"[183, 184)",0.0,183.5
"[184, 185)",87.0,184.5
"[186, 187)",66.0,186.5
"[189, 190)",0.0,189.5
"[191, 192)",0.0,191.5
"[192, 193)",0.0,192.5
"[193, 194)",0.0,193.5
"[194, 195)",62.333333333333336,194.5
"[195, 196)",0.0,195.5
"[196, 197)",0.0,196.5
"[197, 198)",0.0,197.5
"[198, 199)",0.0,198.5
"[199, 200)",49.625,199.5
