job_times,data_arrival_times
3.7025000000000006,11.997399999999912
4.05875,1.901349999999951
3.063749999999999,1.892200000000038
4.090000000000003,1.9745500000002423
4.855000000000004,1.9802000000003588
3.605000000000004,4.588649999999333
3.0987499999999955,7.363999999997901
5.707499999999996,2.77969999999749
3.605000000000004,1.9790499999970024
4.747500000000002,3.665999999999457
2.9124999999999943,12.88845000000373
2.383749999999992,2.650450000009357
5.931250000000006,13.00095000001906
3.822499999999991,2.1958500000232846
