processor_ids,avg_processing_times,avg_data_arrival_times
0,4.275333333333335,2.397522222220744
1,3.844888888888891,1.354166666664712
2,3.7293333333333347,2.0488888888868484
3,3.982222222222225,5.843016666663531
4,3.570833333333333,4.06788333333072
5,3.8612820512820507,3.3052615384590727
6,3.7808333333333324,7.577287500000614
7,4.3100000000000005,5.7532307692329425
8,3.970267857142857,5.061342857146223
