job_ids,handling_times
1,0.0
5,0.006080000000000085
9,0.010959999999999859
14,0.0
15,0.0
19,0.0
21,0.0
23,0.009560000000000457
24,2.6482700000000996
25,0.0
27,0.011639999999999873
31,0.010159999999999059
32,0.0
35,0.0
34,2.6355000000003415
33,3.1635200000005383
41,2.3284100000004457
44,2.757280000000442
48,2.137755000000322
52,0.0
49,1.3006299999999982
54,1.0228700000000046
55,0.013959999999997308
58,0.0
59,0.003720000000001278
63,0.0
64,0.010240000000003135
56,0.01279999999999859
66,3.9897999999965776
71,2.0723849999984765
67,0.0
76,0.00612000000000279
79,1.9515799999990904
82,0.0
73,0.0
84,1.4986299999984922
86,0.0
89,0.0
90,1.2779799999990402
97,0.013680000000000803
105,0.0
107,0.0
106,0.0
108,0.010880000000000223
111,0.0
109,0.013800000000003365
112,0.002200000000001978
114,2.181159999997405
117,0.00664000000000442
115,0.0
119,0.0
122,1.2767800000004854
123,0.0
125,0.0
130,0.0
129,0.007000000000005002
134,0.0
136,0.0
139,2.252330000002928
138,0.0
142,1.6794000000027154
150,0.0
151,0.003960000000006403
156,0.0
157,2.617150000001729
158,0.0
160,1.2493900000006022
161,0.0
163,0.012559999999993465
165,2.248715000000715
166,4.829670000001002
167,0.007360000000005584
168,0.01120000000000232
172,0.0
177,0.0
176,0.0
178,0.0
183,0.0
189,0.0
190,0.0
192,0.0066000000000059345
193,0.0
194,0.0
195,0.0
198,0.8434350000015343
199,1.544570000001471
202,0.012559999999993465
203,0.0033999999999991815
204,4.52707000000504
206,0.0
205,0.010040000000003602
207,0.0
215,1.0041000000006477
212,0.0
216,1.4277199999997379
220,0.0
223,0.008319999999997663
226,0.0
225,0.006200000000006867
228,0.0
229,0.012959999999992533
233,1.9042949999944483
235,2.816924999980955
236,0.01016000000001327
239,0.0
238,0.0
240,0.9956449999976087
242,0.0
241,0.0031600000000082673
245,2.7624449999940737
249,0.0
250,0.0
259,1.7016749999939975
266,2.534444999994747
265,0.0
267,1.5982699999976262
270,0.0
272,0.0
274,0.0
282,0.010760000000004766
283,0.0
284,0.0
285,0.0
286,0.014000000000010004
287,0.0
288,0.0
291,0.0
292,2.436134999982613
293,0.0
297,0.0
296,0.011079999999992651
300,1.758039999993855
301,0.008479999999991605
304,0.005719999999996617
305,0.0
306,0.0
310,0.0030399999999985994
307,2.8378549999873997
313,0.0
314,0.012280000000004065
