time,cwnd,connection_id,job,src_site,dst_site
1.7402750000000005,2.0,98080,Job1,Site3,Site1
2.050350000000001,3.0,98080,Job1,Site3,Site1
2.060425000000001,4.0,98080,Job1,Site3,Site1
2.270500000000001,5.0,98080,Job1,Site3,Site1
2.280575000000001,6.0,98080,Job1,Site3,Site1
2.290650000000001,7.0,98080,Job1,Site3,Site1
2.3007250000000012,8.0,98080,Job1,Site3,Site1
2.5108000000000015,9.0,98080,Job1,Site3,Site1
2.6208750000000016,10.0,98080,Job1,Site3,Site1
2.6309500000000017,11.0,98080,Job1,Site3,Site1
2.6410250000000017,12.0,98080,Job1,Site3,Site1
2.651100000000002,13.0,98080,Job1,Site3,Site1
2.661175000000002,14.0,98080,Job1,Site3,Site1
2.671250000000002,15.0,98080,Job1,Site3,Site1
2.681325000000002,16.0,98080,Job1,Site3,Site1
2.791400000000002,17.0,98080,Job1,Site3,Site1
2.801475000000002,18.0,98080,Job1,Site3,Site1
2.9115500000000023,19.0,98080,Job1,Site3,Site1
3.0216250000000024,20.0,98080,Job1,Site3,Site1
3.0317000000000025,21.0,98080,Job1,Site3,Site1
3.0417750000000026,22.0,98080,Job1,Site3,Site1
3.0518500000000026,23.0,98080,Job1,Site3,Site1
3.0619250000000027,24.0,98080,Job1,Site3,Site1
3.0720000000000027,25.0,98080,Job1,Site3,Site1
3.082075000000003,26.0,98080,Job1,Site3,Site1
3.092150000000003,27.0,98080,Job1,Site3,Site1
3.102225000000003,28.0,98080,Job1,Site3,Site1
3.112300000000003,29.0,98080,Job1,Site3,Site1
3.122375000000003,30.0,98080,Job1,Site3,Site1
3.132450000000003,31.0,98080,Job1,Site3,Site1
3.142525000000003,32.0,98080,Job1,Site3,Site1
3.152600000000003,33.0,98080,Job1,Site3,Site1
3.1626750000000032,34.0,98080,Job1,Site3,Site1
3.1727500000000033,35.0,98080,Job1,Site3,Site1
3.1828250000000033,36.0,98080,Job1,Site3,Site1
3.1929000000000034,37.0,98080,Job1,Site3,Site1
3.2029750000000035,38.0,98080,Job1,Site3,Site1
3.3130500000000036,39.0,98080,Job1,Site3,Site1
3.3231250000000037,40.0,98080,Job1,Site3,Site1
3.433200000000004,41.0,98080,Job1,Site3,Site1
3.443275000000004,42.0,98080,Job1,Site3,Site1
3.453350000000004,43.0,98080,Job1,Site3,Site1
3.463425000000004,44.0,98080,Job1,Site3,Site1
3.473500000000004,45.0,98080,Job1,Site3,Site1
3.483575000000004,46.0,98080,Job1,Site3,Site1
3.493650000000004,47.0,98080,Job1,Site3,Site1
3.503725000000004,48.0,98080,Job1,Site3,Site1
