Site,Category,Total Jobs,Completed Jobs,Average Completion Time,Average Waiting Time
1,0,14,2,4.567999999999982,7.036526969193895
1,1,17,3,5.280111111111093,0.17093472222378558
1,2,21,1,3.304050000000003,0.07545793239065812
