time_bin,rtt,time_bin_mid
"[1, 2)",0.12405500000000003,1.5
"[2, 3)",0.2140539090909102,2.5
"[3, 4)",0.4029839130434804,3.5
"[5, 6)",0.16972045454545145,5.5
"[6, 7)",0.3743616666666524,6.5
"[7, 8)",0.6599091935483617,7.5
"[13, 14)",0.18511142857143095,13.5
"[14, 15)",0.318892696629229,14.5
"[15, 16)",0.63627119718313,15.5
"[17, 18)",0.13072500000001241,17.5
"[18, 19)",0.215440535714293,18.5
"[19, 20)",0.3677216666666855,19.5
"[26, 27)",0.12501500000001187,26.5
"[27, 28)",0.20424315217391872,27.5
"[28, 29)",0.3626844791666852,28.5
"[33, 34)",0.1569640000000078,33.5
"[34, 35)",0.30891240963856964,34.5
"[39, 40)",0.16395263157895476,39.5
"[40, 41)",0.18068232142858115,40.5
"[41, 42)",0.20546720930233503,41.5
"[42, 43)",0.2460270238095368,42.5
"[43, 44)",0.20040378378379534,43.5
"[44, 45)",0.3132402238806147,44.5
"[45, 46)",0.13480088235294807,45.5
"[46, 47)",0.18404015151515854,46.5
"[55, 56)",0.1781077586206971,55.5
"[56, 57)",0.19955166666667404,56.5
"[63, 64)",0.1823853125000079,63.5
"[64, 65)",0.16436535714285633,64.5
"[65, 66)",0.24070488888889782,65.5
