processor_ids,avg_processing_times,avg_data_arrival_times
18,4.030166666666665,0.81697833333407
19,3.872727272727272,1.7229236363644314
20,3.527272727272721,1.9036563636371897
21,4.167878787878788,2.4303681818214344
22,4.383030303030304,3.6056372727292216
23,3.838484848484848,2.942099545456867
24,3.7901250000000033,3.4790755000200226
25,3.965625000000003,4.17646750001972
26,5.035500000000002,4.161818500012163
