job_ids,handling_times
1,0.0
5,0.006080000000000085
9,0.010959999999999859
14,0.0
10,0.01256000000000057
15,0.0
16,0.0
22,0.0
24,0.0
26,0.0
27,0.0
28,0.0
30,0.0
33,0.002520000000000522
38,3.174615000000209
39,0.0
40,1.5018700000001992
41,0.0
47,0.0
48,0.0
50,0.0038400000000002876
55,0.9458600000002306
57,1.57085499999976
58,0.0
59,0.0
60,0.0
64,0.0
67,0.010240000000003135
72,0.0
74,0.0
75,0.006839999999996849
77,2.787650000000845
80,0.0
79,3.5957900000001075
76,0.008079999999999643
83,2.0905100000000303
88,0.01355999999999824
96,0.0
97,0.0
98,0.0
100,0.0
101,0.0
102,0.0
103,3.6456099999993086
106,0.0
109,3.1181849999925078
91,0.013480000000001269
112,0.0
113,6.466364999993488
119,0.009759999999999991
115,0.0
117,0.0030399999999985994
126,0.0
127,0.0
128,0.0
129,0.0
120,0.00795999999999708
130,0.0
132,0.0
135,0.004720000000006053
137,0.009280000000003952
141,0.0
143,0.0
145,0.0
146,0.0
147,0.0
149,0.0
138,0.007559999999998013
142,0.007360000000005584
156,0.0
157,0.0
158,0.011080000000006862
159,0.0
162,0.006399999999999295
163,0.006680000000002906
166,3.372210000007584
165,4.298625000001806
169,0.0
170,4.354215000001886
178,0.0
172,7.7289749999995365
180,0.0
182,2.8844100000038395
184,0.007999999999995566
186,0.012200000000007094
187,5.841175000003361
188,0.011439999999993233
200,0.003839999999996735
195,0.01023999999999603
201,0.0
203,0.0
189,0.01127999999999929
204,0.010359999999991487
213,0.0
214,0.0
216,4.768604999997137
223,0.0
222,0.0
224,0.0
226,0.0067200000000013915
206,0.0
208,0.0
221,0.0
227,0.0
228,0.0
231,0.0
232,0.0
240,0.0
234,0.0
235,0.0
244,0.009759999999999991
236,0.0
239,6.487169999895912
251,0.0
253,2.524324999996651
254,0.0
255,1.907140000000851
258,0.0
245,0.0
248,0.011840000000006512
247,0.0
271,0.0
281,3.074685000002802
280,0.0058799999999905594
252,0.01148000000000593
285,0.008119999999991023
283,4.1119549999978915
289,0.0
263,5.369479999891439
286,7.876824999999741
293,6.640014999999778
295,0.008800000000007913
299,0.0023999999999944066
307,0.006480000000010477
266,0.0
297,0.009759999999999991
262,0.011439999999993233
