time_bin,cwnd,time_bin_mid
"[0, 1)",5.0,0.5
"[1, 2)",62.91241007194219,1.5
"[2, 3)",76.04999999999932,2.5
"[3, 4)",48.56652892561979,3.5
"[4, 5)",71.2249999999996,4.5
"[5, 6)",49.58007812499995,5.5
"[6, 7)",61.25179153094442,6.5
"[8, 9)",5.0,8.5
"[9, 10)",38.76639344262295,9.5
"[11, 12)",46.578440366972444,11.5
"[12, 13)",63.793697478991334,12.5
"[13, 14)",57.78273809523799,13.5
"[15, 16)",54.901685393258326,15.5
"[16, 17)",67.30188679245235,16.5
"[17, 18)",59.87657142857129,17.5
"[19, 20)",9.0,19.5
"[20, 21)",62.28145695364212,20.5
"[21, 22)",56.80681818181811,21.5
"[23, 24)",9.0,23.5
"[24, 25)",68.97768079800454,24.5
"[26, 27)",9.0,26.5
"[27, 28)",69.16707616707572,27.5
"[28, 29)",47.780603448275826,28.5
"[29, 30)",59.34302325581379,29.5
"[30, 31)",72.42499999999953,30.5
"[31, 32)",58.37665198237869,31.5
"[32, 33)",77.39999999999924,32.5
"[33, 34)",9.0,33.5
"[34, 35)",64.32649253731317,34.5
"[36, 37)",60.702788104088995,36.5
"[37, 38)",79.7499999999991,37.5
"[38, 39)",48.865853658536544,38.5
"[39, 40)",70.79999999999961,39.5
"[40, 41)",9.0,40.5
"[41, 42)",66.8011940298504,41.5
"[42, 43)",48.25882352941173,42.5
"[43, 44)",72.02499999999954,43.5
"[44, 45)",57.87808219178066,44.5
"[45, 46)",72.6999999999995,45.5
"[46, 47)",54.38808139534874,46.5
"[47, 48)",71.0999999999996,47.5
"[48, 49)",53.376086956521654,48.5
"[49, 50)",72.37499999999953,49.5
"[50, 51)",58.796153846153665,50.5
"[51, 52)",74.92499999999937,51.5
"[52, 53)",5.0,52.5
"[53, 54)",62.46604477611916,53.5
"[56, 57)",47.109374999999964,56.5
"[58, 59)",9.0,58.5
"[59, 60)",40.980612244897955,59.5
"[63, 64)",57.33842975206594,63.5
"[64, 65)",71.74792284866406,64.5
"[66, 67)",5.0,66.5
"[67, 68)",55.85999999999987,67.5
"[68, 69)",68.47377049180281,68.5
"[69, 70)",9.0,69.5
"[70, 71)",56.36220472440938,70.5
"[71, 72)",9.0,71.5
"[72, 73)",43.516363636363636,72.5
"[73, 74)",41.451162790697666,73.5
"[74, 75)",69.02499999999972,74.5
"[75, 76)",40.59638554216867,75.5
"[76, 77)",65.90485933503797,76.5
"[77, 78)",83.74999999999888,77.5
"[78, 79)",58.0675675675674,78.5
"[79, 80)",79.9499999999991,79.5
"[81, 82)",9.0,81.5
"[82, 83)",63.96254826254802,82.5
"[84, 85)",24.2375,84.5
"[85, 86)",67.19986338797774,85.5
"[86, 87)",67.21176470588162,86.5
"[87, 88)",55.7938016528925,87.5
"[89, 90)",51.241489361702065,89.5
"[90, 91)",70.09999999999965,90.5
"[91, 92)",58.67780172413776,91.5
"[92, 93)",75.158181818181,92.5
"[93, 94)",72.39017509727566,93.5
"[94, 95)",9.0,94.5
"[95, 96)",69.60463182897816,95.5
"[96, 97)",9.0,96.5
"[97, 98)",68.21602870813352,97.5
"[98, 99)",69.48067685589469,98.5
"[99, 100)",9.0,99.5
"[100, 101)",58.08445945945936,100.5
"[102, 103)",9.0,102.5
"[103, 104)",74.33376288659724,103.5
"[104, 105)",42.76153846153845,104.5
"[105, 106)",9.0,105.5
"[106, 107)",66.38235294117614,106.5
"[107, 108)",9.0,107.5
"[108, 109)",58.72452229299353,108.5
"[109, 110)",49.44094488188972,109.5
"[110, 111)",72.32499999999952,110.5
"[111, 112)",25.0,111.5
"[112, 113)",54.0,112.5
"[113, 114)",50.37910447761189,113.5
"[114, 115)",72.7999999999995,114.5
"[115, 116)",9.0,115.5
"[116, 117)",68.01159029649556,116.5
"[117, 118)",9.0,117.5
"[118, 119)",65.58986710963424,118.5
"[120, 121)",26.0,120.5
"[123, 124)",59.450321543408116,123.5
"[124, 125)",61.02861771058292,124.5
"[125, 126)",68.0610054347821,125.5
"[127, 128)",17.0,127.5
"[128, 129)",62.1030534351144,128.5
"[130, 131)",60.13372093023235,130.5
"[131, 132)",79.56590909090814,131.5
"[132, 133)",53.762962962962895,132.5
"[133, 134)",59.5937499999998,133.5
"[134, 135)",77.07785016286556,134.5
"[135, 136)",56.36220472440938,135.5
"[137, 138)",9.0,137.5
"[138, 139)",68.49883419689077,138.5
"[140, 141)",49.44094488188972,140.5
"[141, 142)",55.07971014492732,141.5
"[142, 143)",57.7777343749999,142.5
"[143, 144)",67.00747800586475,143.5
"[144, 145)",9.0,144.5
"[145, 146)",56.89285714285707,145.5
"[146, 147)",51.46449704142003,146.5
"[147, 148)",71.68820474777392,147.5
