time_bin_mid,avg_data_arrival_time
35.5,2.0137000000005827
46.5,2.0077000000013925
54.5,2.225900000002234
111.5,2.2853999999968124
119.5,2.0506999999949755
142.5,2.1721999999921024
153.5,2.3685999999895557
