job_times,data_arrival_times
2.379999999999999,1.8454999999999462
2.616666666666667,3.2004000000005632
2.0733333333333306,1.4353000000011136
5.526666666666664,2.5963000000019107
5.959999999999994,3.0493000000010824
5.273333333333326,2.8374999999998067
3.8333333333333286,4.136599999998438
5.826666666666668,2.9574999999971823
3.5533333333333417,4.0464999999955324
4.163333333333327,2.843999999993855
4.116666666666674,1.935099999992559
2.666666666666657,4.732599999991351
2.73333333333332,2.014099999990691
