Category,Total Jobs,Completed Jobs,Average Completion Time,Average Waiting Time
0,79,78,6.317871794871796,0.2500900404169086
1,112,106,8.38198113207547,0.2500831154362628
2,126,120,10.216135416666665,0.42649161191661583
