Site,Category,Total Jobs,Completed Jobs,Average Completion Time,Average Waiting Time
2,0,28,26,5.888153846153847,0.27727373041249226
2,1,37,33,7.587878787878787,0.2593630910301454
2,2,41,33,10.653939393939389,2.8090726380793822
